Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
200043,Myiorn_aurris_MZU94449,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,94449,MZUSP,94449,"BRAZIL: Minas Gerais, Sabinópolis, -18.6958333333333, -43.0391666666667"
200044,Myiorn_aurris_MZUAMG055,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,100657,MZUSP,100657,"BRAZIL: Bahia, Amargosa, Serra do Timbó, -13.0791666666667, -39.6466666666667"
200045,Myiorn_aurris_MZUBOR1429,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,101665,MZUSP,101665,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia, -23.65, -45.88"
200046,Myiorn_aurris_MZUBOR1430,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,101666,MZUSP,101666,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia, -23.65, -45.88"
200047,Myiorn_aurris_MZUBOR1431,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,101667,MZUSP,101667,"BRAZIL: São Paulo, Salesópolis, Estação Biológica de Boracéia, -23.65, -45.88"
200048,Myiorn_aurris_MZUCMAL21,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL21,MZUSP,CMAL21,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200049,Myiorn_aurris_MZUCMAL29,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL29,MZUSP,CMAL29,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200050,Myiorn_aurris_MZUCMAL34,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL34,MZUSP,CMAL34,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200051,Myiorn_aurris_MZUCMAL46,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL46,MZUSP,CMAL46,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200052,Myiorn_aurris_MZUCMAL50,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL50,MZUSP,CMAL50,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200053,Myiorn_aurris_MZUCMAL53,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,CMAL53,MZUSP,CMAL53,"BRAZIL: Espírito Santo, Linhares, Reserva Natural da Vale, -19.25, -40.0666666666667"
200054,Myiorn_aurris_MZUFRAPQP04,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,FRAPQP-04,MZUSP,FRAPQP-04,"BRAZIL: Paraná, Quatro Barras, -25.344903, -48.921609"
200055,Myiorn_aurris_MZUFRAPQP05,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,FRAPQP-05,MZUSP,FRAPQP-05,"BRAZIL: Paraná, Quatro Barras, -25.344903, -48.921609"
200056,Myiorn_aurris_MZUMY02,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-02,MZUSP,MY-02,"BRAZIL: Bahia, Pojuca, rod. BR-110/420, ""mata da Petrobrás"", -12.40261, -38.38554"
200057,Myiorn_aurris_MZUMY03,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-03,MZUSP,MY-03,"BRAZIL: Bahia, Pojuca, rod. BR-110/420, ""mata da Petrobrás"", -12.40261, -38.38554"
200058,Myiorn_aurris_MZUMY04,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-04,MZUSP,MY-04,"BRAZIL: Bahia, Mata de São João, rod. BA-505, -12.46248, -38.25688"
200059,Myiorn_aurris_MZUMY05,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-05,MZUSP,MY-05,"BRAZIL: Bahia, Mata de São João, rod. BA-505, -12.46248, -38.25688"
200060,Myiorn_aurris_MZUMY12,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-12,MZUSP,MY-12,"BRAZIL: Bahia, Mata de São João, Faz. São José, -12.47, -38.3578333333333"
200061,Myiorn_aurris_MZUMY13,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-13,MZUSP,MY-13,"BRAZIL: Bahia, Mata de São João, Faz. São José, -12.47, -38.3578333333333"
200062,Myiorn_aurris_MZUMY16,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-16,MZUSP,MY-16,"BRAZIL: Bahia, Rio Real, estr. para Bacias, -11.6533333333333, -37.885"
200063,Myiorn_aurris_MZUMY17,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-17,MZUSP,MY-17,"BRAZIL: Bahia, Rio Real, estr. para Bacias, -11.68, -37.845"
200064,Myiorn_aurris_MZUMY18,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-18,MZUSP,MY-18,"BRAZIL: Bahia, Rio Real, estr. para Bacias, -11.68, -37.845"
200065,Myiorn_aurris_MZUMY23,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-23,MZUSP,MY-23,"BRAZIL: Bahia, Itamaraju, Faz. Guaíra, -17.13259, -39.326387"
200066,Myiorn_aurris_MZUMY24,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,100649,MZUSP,100649,"BRAZIL: Bahia, Itamaraju, Faz. Guaíra, -17.13259, -39.326387"
200067,Myiorn_aurris_MZUMY26,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-26,MZUSP,MY-26,"BRAZIL: Bahia, Itamaraju, Faz. Guaíra, -17.129034, -39.309585"
200068,Myiorn_aurris_MZUMY27,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-27,MZUSP,MY-27,"BRAZIL: Bahia, Itamaraju, Faz. Guaíra, -17.129034, -39.309585"
200069,Myiorn_aurris_MZUMY36,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-36,MZUSP,MY-36,"BRAZIL: Bahia, Prado, estr. Para Cumuruxatiba, -17.275, -39.3025"
200070,Myiorn_aurris_MZUMY37,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-37,MZUSP,MY-37,"BRAZIL: Bahia, Prado, estr. Para Cumuruxatiba, -17.2816666666667, -39.3016666666667"
200071,Myiorn_aurris_MZUMY38,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,MZUSP,MY-38,MZUSP,MY-38,"BRAZIL: Bahia, Prado, estr. Para Cumuruxatiba, -17.2816666666667, -39.3016666666667"
200072,Myiorn_spnov_MZUMAPI09,NA,NA,NA,Pipromorphidae,MZUSP,100619,MZUSP,100619,"BRAZIL: Maranhão, Caxias, rodovia MA-349, prox. riacho Lamego, -4.81083333333333, -43.3433333333333"
200073,Myiorn_spnov_MZUMAPI10,NA,NA,NA,Pipromorphidae,MZUSP,100620,MZUSP,100620,"BRAZIL: Maranhão, Caxias, rodovia para Aldeias Altas, ca. 17 km NNW Caxias, -4.70916666666667, -43.3905"
200074,Myiorn_spnov_MZUMAPI11,NA,NA,NA,Pipromorphidae,MZUSP,100621,MZUSP,100621,"BRAZIL: Maranhão, Caxias, mata do Sr. Sinésio, -4.87733333333333, -43.3233333333333"
200075,Sipia_berle_LSU29981,Sipia berlepschi,Sipia berlepschi,Sipia berlepschi,Thamnophilidae,LSUMZ-B,29981,LSUMZ,162112,"ECUADOR: Esmeraldas, Ca. 30 km SE San Lorenzo"
200076,Akleto_goeld_LSU9293,Akletos goeldii,Akletos goeldii,Akletos goeldii,Thamnophilidae,LSUMZ-B,9293,LSUMZ,132918,"BOLIVIA: Pando, Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden"
200077,Myrder_rufuda_LGE1527,Myrmoderus ruficauda,Myrmoderus ruficauda,Myrmoderus ruficauda,Thamnophilidae,LGEMA,1527,MZUSP,80462,"BRAZIL: Bahia, Ribeirão do Largo, Fazenda Boa Esperança"
200078,Myrrul_cherr_LSU25453,Myrmotherula cherriei,Myrmotherula cherriei,Myrmotherula cherriei,Thamnophilidae,LSUMZ-B,25453,LSUMZ,165772,"BRAZIL: Amazonas, Rio Quininí, ""Nanatuba,"" ca. [] km NW Barcelos"
200079,Myrrul_mulata_LSU12968,Myrmotherula multostriata,Myrmotherula multostriata,Myrmotherula multostriata,Thamnophilidae,LSUMZ-B,12968,LSUMZ,137136,"BOLIVIA: Santa Cruz, Velasco; W. bank Río Paucerna, 4 km upstream from Río Itenez"
200080,Myrrul_pacica_LSU2229,Myrmotherula pacifica,Myrmotherula pacifica,Myrmotherula pacifica,Thamnophilidae,LSUMZ-B,2229,LSUMZ,108321,"PANAMA: Darién, Cana"
200081,Myrrul_sursis_USNM11838,Myrmotherula surinamensis,Myrmotherula surinamensis,Myrmotherula surinamensis,Thamnophilidae,USNM,11838,USNM,625481,GUYANA: Upper Takutu-Upper Essequibo
200082,Myrrul_axill_L55209,Myrmotherula axillaris,Myrmotherula axillaris,Myrmotherula axillaris,Thamnophilidae,LSUMZ-B,55209,LSUMZ,178445,"SURINAME: Sipaliwini District;Bakhuis Gebergte, ca. 70 km SE Apura"
200083,Myrrul_urocta_MPEG70726,Myrmotherula urosticta,Myrmotherula urosticta,Myrmotherula urosticta,Thamnophilidae,MPEG,70726,MPEG,70726,"BRAZIL: Bahia, Ilhéus, Ecoparque de UNA"
200084,Formvor_iheri_CPRB127,Formicivora iheringi,Formicivora iheringi,Formicivora iheringi,Thamnophilidae,MCP,3157,MCP,3157,"BRAZIL: Bahia, Toca do Urubu, arredores de Bonito"
200086,Myrrul_unico_G10332,Myrmotherula unicolor,Myrmotherula unicolor,Myrmotherula unicolor,Thamnophilidae,LGEMA,10332,MZUSP,79958,"BRAZIL: São Paulo: Bertioga, Condomínio Morada da Praia, Trilha da Santa"
200087,Oxyrun_critus_L2080,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,LSUMZ-B,2080,LSUMZ,108529,"PANAMA: Darién;Ca 6 Km NW Cana, E. slope Cerro Pirre"
200088,Oxyrun_critus_SP88522,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncus cristatus,Oxyruncidae,MZUSP,88522,MZUSP,88522,"BRAZIL: Santa Catarina, Blumenau, Vila Itoupava, Sítio Paraíso"
200090,Percno_arena_LSUK162,Percnostola arenarum,Percnostola arenarum,Percnostola arenarum,Thamnophilidae,MHNSM,21104,MHNSM,21104,"PERU: Loreto, Mishana, on the Río Nanay, 3º 55' S, 73º 29' W, 100 m"
200091,Phace_rufons_AALP216,Phacellodomus rufifrons,Phacellodomus rufifrons,Phacellodomus rufifrons,Furnariidae,AMNH-DOT,2305,AMNH,833274,"BOLIVIA: Santa Cruz, Velasco, near localidad El Tuná, 300 m N of Rio Mercedes"
200092,Phace_strcep_L61429,Phacellodomus striaticeps,Phacellodomus striaticeps,Phacellodomus striaticeps,Furnariidae,LSUMZ-B,61429,LSUMZ,181827,"PERU: Puno, 14Km WNW Nunoa"
200093,Physca_cecil_MZUALG17,Phylloscartes ceciliae,Phylloscartes ceciliae,Phylloscartes ceciliae,Pipromorphidae,MZUSP,101713,MZUSP,101713,"BRAZIL: Alagoas, São José da Lage, Usina Serra Grande"
200094,Phymyi_vircen_SPML156,Phyllomyias virescens,Phyllomyias virescens,Phyllomyias virescens,Tyrannidae,MZUSP,96786,MZUSP,96786,"BRAZIL: São Paulo, Campos do Jordão"
200095,Poeci_senex_L1987B,Poecilotriccus senex,Poecilotriccus senex,Poecilotriccus senex,Pipromorphidae,LSUMZ-B,1987,LSUMZ,106283,"PERU: Pasco, Puellas, km 41 on Villa Rica - Puerto Bermudez highway"
200096,Myrrul_mentri_L9759,Myrmotherula menetriesii,Myrmotherula menetriesii,Myrmotherula menetriesii,Thamnophilidae,LSUMZ-B,9759,LSUMZ,131548,"BOLIVIA: Pando, Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden"
200098,Psilor_gutus_A796861,Psilorhamphus guttatus,Psilorhamphus guttatus,Psilorhamphus guttatus,Rhinocryptidae,AMNH,796861 (toepad),AMNH,796861,"ARGENTINA: Misiones, Arroyo Uruguai Km 10"
200099,Rhopias_gular_LAA115,Rhopias gularis,Rhopias gularis,Rhopias gularis,Thamnophilidae,LSUMZ-B,16938,MPEG,64946,"BRAZIL: São Paulo, Salesopolis, E. B. Boraceia"
200100,Sakeides_critus_CPJB132,Sakesphorus cristatus,Sakesphorus cristatus,Sakesphorus cristatus,Thamnophilidae,MCP,JB26,MCP,JB26,"BRAZIL: Minas Gerais, Mocambinho, Jaiba"
200101,Schiff_turdi_GBR16313,Schiffornis turdina,Schiffornis turdina,Schiffornis turdina,Tityridae,MPEG,59273,MPEG,59273,"BRAZIL: Pará; Altamira, 30 km SW Castelo dos Sonhos, Fazenda Jamanxin (8o23'22,9""S,55o22'12,8""W)"
200102,Myrmel_leustig_L55190,Myrmelastes leucostigma,Myrmelastes leucostigma,Myrmelastes leucostigma,Thamnophilidae,LSUMZ-B,55190,LSUMZ,178467,"SURINAME: Sipaliwini District;Bakhuis Gebergte, ca. 70 km SE Apura"
200103,Scler_mexic_H115,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,IAvH-CT,115,IAvH,10925,"COLOMBIA: Norte de Santander, PNN Tamá"
200104,Scler_mexic_AROP108,Sclerurus mexicanus,Sclerurus mexicanus,Sclerurus mexicanus,Scleruridae,AMNH-DOT,11828,AMNH,841788,"VENEZUELA: Bolívar, Rio Carapo, Cerro Guaiquinima Base Camp"
200105,Scyta_altir_L7677,Scytalopus altirostris,Scytalopus altirostris,Scytalopus altirostris,Rhinocryptidae,LSUMZ-B,7677,LSUMZ,119019,"PERU: Huánuco ;Unchog, pass between Churubamba and Hda Paty, NNW Acomayo"
200106,Scyta_partri_L68089,Scytalopus parvirostris,Scytalopus parvirostris,Scytalopus parvirostris,Rhinocryptidae,LSUMZ-B,68089,LSUMZ,183859,"BOLIVIA: Cochabamba; Sacaba, Tablas Montes, 17.17 S, 65.89 W, 2800m"
200107,Ochoec_diade_H4182,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,IAvH-CT,4182,IAvH,12572,"COLOMBIA: Boyacá, Villa de Leyva, SFF Iguaque"
200108,Ochoec_front_H2268,Ochthoeca frontalis,Ochthoeca frontalis,Silvicultrix frontalis,Tyrannidae,IAvH-CT,2268,IAvH,12288,"COLOMBIA: Boyacá, Villa de Leyva, Sector Morro Negro"
200109,Ochoec_jels_L3595,Ochthoeca jelskii,Ochthoeca jelskii,Silvicultrix jelskii,Tyrannidae,LSUMZ-B,3595,LSUMZ,113600,"PERU: Huánuco ;Quebrada Huamash, 4 km by road NW Nuevas Flores (Cullquish)"
200110,Ochoec_pullla_A7059,Ochthoeca pulchella,Ochthoeca pulchella,Silvicultrix pulchella,Tyrannidae,AMNH-DOT,7059,AMNH,834033,"BOLIVIA: La Paz ; Franz Tamayo, Parque Nacional Apolobamba"
200112,Stymph_acuti_CPRB146,Stymphalornis acutirostris,Stymphalornis acutirostris,Formicivora acutirostris,Thamnophilidae,MCP,3138,MCP,3138,"BRAZIL: Paraná,  ilha da Folharada, Guaratuba"
200113,Syna_spixi_AMNRTC349,Synallaxis spixi,Synallaxis spixi,Synallaxis spixi,Furnariidae,AMNH-DOT,12100,AMNH,23921,"ARGENTINA: Buenos Aires, Partido Escobar; 15 km N Belen de Escobar, ca sea level."
200114,Thamphil_caecen_LSU38384,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,LSUMZ-B,58322,LSUMZ,179678,"PERU: Puno, Abra de Maruncunea, 14 degrees 12' S, 69 degrees 13' W"
200115,Thamphil_puntat_L4172,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilidae,USNM,4172,USNM,610133,"GUYANA: Upper Demerara - Berbice, West bank Dubulay ranch, 5.67	-57.88"
200116,Thamphil_paltus_H8245,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilus palliatus,Thamnophilidae,IAvH-CT,8245,IAvH,14464,"COLOMBIA: Vichada, Cumaribo, Selva de Mataven,Caño Fruta, comunidad de Sarrapia, bosque de planicies sedimentarias antiguas moderadamente disectadas, BT-b"
200134,Crypto_holoch_LSU11810,Cryptopipo holochlora,Cryptopipo holochlora,Cryptopipo litae,Pipridae,LSUMZ-B,11810,ANSP,180370,"ECUADOR: Esmeraldas; El Placer, ca. 670m;"
200135,Zimmer_vilmus_HJM900,Zimmerius vilissimus,Zimmerius vilissimus,Zimmerius improbus,Tyrannidae,IAvH-CT,11214,IAvH,8387,"COLOMBIA: Norte de Santander, Toledo. El Azul, PNN. Tamá, Sector La Asiria Belén"
200136,Zimmer_viljoi_LK161,Zimmerius villarejoi,Zimmerius villarejoi,Zimmerius villarejoi,Tyrannidae,MHNSM,211114,MHNSM,211114,"PERU: Loreto, Mishana, on the Río Nanay, 3º 55' S, 73º 29' W, 100 m"
200273,Ochoec_diade_H1821,Ochthoeca diadema,Ochthoeca diadema,Silvicultrix diadema,Tyrannidae,IAvH-CT,1821,IAvH,12052,"COLOMBIA: Norte de Santander, Cucutilla, Carrizal"
200274,Pitta_soror_K23304,Pitta soror,Hydrornis soror,Hydrornis soror,Pittidae,KU,23304,KU,116762,VIETNAM: Dong Nai; Vinh Cuu Reserve
200275,Myiorn_albtri_LSU40633,Myiornis albiventris,Myiornis albiventris,Myiornis albiventris,Pipromorphidae,LSUMZ-B,40633,LSUMZ,170952,PERU: Loreto ;Ca. 86 km SE Juanjui on E. bank upper Río Pauya
200430,Xiphor_triris_LSUMZ22755,Xiphorhynchus triangularis,Xiphorhynchus triangularis,Xiphorhynchus triangularis,Dendrocolaptidae,LSUMZ-B,22755,LSUMZ,162637,"BOLIVIA: La Paz, Cerro Asunta Pata"
200431,Tyranus_cube_YPM33528,Tyrannus cubensis,Tyrannus cubensis,Tyrannus cubensis,Tyrannidae,YPM-ORN,33528 (toepad),YPM-ORN,33528,"CUBA: Holguin: Nicaro, 20.6782, -75.5333"
200432,Asthen_vilbae_KU29251,Asthenes ayacuchensis,Asthenes ayacuchensis,Asthenes ayacuchensis,Furnariidae,KU,29251,KU,122569,"PERU: Ayacucho, Chupón -13.246, -73.501"
200433,Cincl_antcus_WYT1,Cinclodes antarcticus,Cinclodes antarcticus,Cinclodes antarcticus,Furnariidae,WY,T1,Blood,Blood,FALKLAND ISLANDS
200434,Cincl_antcus_WYT17,Cinclodes antarcticus,Cinclodes antarcticus,Cinclodes antarcticus,Furnariidae,WY,T17,Blood,Blood,FALKLAND ISLANDS
200436,Crani_curta_LSUMZ8175,Cranioleuca curtata,Cranioleuca curtata,Cranioleuca curtata,Furnariidae,LSUMZ-B,8175,LSUMZ,128442,"PERU: Pasco, Cushi"
200437,Crani_antsis_LSUMZ67127,Cranioleuca antisiensis,Cranioleuca antisiensis,Cranioleuca antisiensis,Furnariidae,LSUMZ-B,67127,LSUMZ,183095,"PERU: Tumbes, Parque Nacional cerros de amotape, Cerro Los Limos"
200438,Crani_baron_LSUMZ72889,Cranioleuca baroni,Cranioleuca baroni,Cranioleuca baroni,Furnariidae,LSUMZ-B,72889,CORBIDI,GFS668,"PERU: Lima, km. 17 between San Jose and Huamantagna, 5.5 km. W San Jose; -11.515 -76.729"
200439,Crani_baron_LSUMZ72757,Cranioleuca baroni,Cranioleuca baroni,Cranioleuca baroni,Furnariidae,LSUMZ-B,72757,LSUMZ,190245,"PERU: Pasco, hills 1 km E La Quinua	-10.61816	-76.17191"
200440,Crani_baron_LSUMZ72815,Cranioleuca baroni,Cranioleuca baroni,Cranioleuca baroni,Furnariidae,LSUMZ-B,72815,LSUMZ,190274,"PERU: Ancash, Macate	-8.74308	-78.03952"
200441,Crani_baron_LSUMZ72777,Cranioleuca baroni,Cranioleuca baroni,Cranioleuca baroni,Furnariidae,LSUMZ-B,72777,LSUMZ,190257,"PERU: Lima, 2 km NNE Quichas	-10.56675	-76.75586"
200442,Epinec_pyrota_LSUMZ4202,Epinecrophylla pyrrhonota,Epinecrophylla pyrrhonota,Epinecrophylla haematonota,Thamnophilidae,LSUMZ-B,4202,LSUMZ,115282,"PERU: Loreto, Lower Rio Napo region, E. bank Rio Yanayacu, ca. 90km "
200443,Epinec_amaica_LSUMZ9217,Epinecrophylla amazonica,Epinecrophylla amazonica,Epinecrophylla amazonica,Thamnophilidae,LSUMZ-B,9217,LSUMZ,132696,"BOLIVIA: Pando, Nicolás Suarez; ca 12 km by road S Cobija, ca 8 km W on road to Mucden"
200444,Gralria_rufula_IAvHBT11369,Grallaria rufula,Grallaria rufula,Grallaria saltuensis,Grallariidae,IAvH-CT,11396,ICN,36771,"COLOMBIA: Cesar, Manaure, El Cinco, Camino hacia la Finca de Horacio Pabon"
200445,Gralula_ferpec_COP72837,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,Grallaricula ferrugineipectus,Grallariidae,COP,72837,COP,72837,"VENEZUELA: Zulia, Sierra de Perijá, Frontera 1"
200446,Gralula_nana_LSUMZ32433,Grallaricula nana,Grallaricula nana,Grallaricula nana,Grallariidae,LSUMZ-B,32433,LSUMZ,169909,"PERU: Cajamarca, Quebrada Lanchal ca. 8 Km ESE Sallique"
200448,Manacus_manac_LSUMZ12013,Manacus manacus,Manacus manacus,Manacus manacus,Pipridae,LSUMZ-B,12013,ANSP,180374,"ECUADOR: Esmeraldas; El Placer, ca. 670m;"
200449,Myiorn_aurris_25832,Myiornis auricularis,Myiornis auricularis,Myiornis auricularis,Pipromorphidae,LSUMZ-B,25832,KU,93026,"PARAGUAY: Caazapá, Cord. de Caaguazu"
200450,Myiorn_albtri_46059,Myiornis albiventris,Myiornis albiventris,Myiornis albiventris,Pipromorphidae,LSUMZ-B,46059,CORBIDI,DFL2031,"PERU: San Martín, Quebrada Upaquihua, ca 26 km SSE Tarapoto, 300m"
200451,Myiorn_albtri_46229,Myiornis albiventris,Myiornis albiventris,Myiornis albiventris,Pipromorphidae,LSUMZ-B,46229,CORBIDI,DFL2073,"PERU: San Martín, Quebrada Upaquihua, ca 26 km SSE Tarapoto, 300m"
200452,Myiorn_albtri_40513,Myiornis albiventris,Myiornis albiventris,Myiornis albiventris,Pipromorphidae,LSUMZ-B,40513,CORBIDI,DFL1416,"PERU: Loreto, 86 km SE Juanjui on E bank of upper Rio Pauya"
200453,Myiorn_albtri_58394,Myiornis albiventris,Myiornis albiventris,Myiornis albiventris,Pipromorphidae,LSUMZ-B,58394,CORBIDI,AMC804,"PERU: Puno, Below Putina, ca 25 km NE San Juan de Oro"
200454,Myiothe_fumgat_IAvHBTAMC872,Myiotheretes fumigatus,Myiotheretes fumigatus,Myiotheretes fumigatus,Tyrannidae,IAvH-CT,11345,ICN,36813,"COLOMBIA: Cesar, Manaure, Sabana Rubia, Casa 'e Vidrio"
200455,Myornis_senil_LSUMZ32297,Myornis senilis,Myornis senilis,Myornis senilis,Rhinocryptidae,LSUMZ-B,32297,LSUMZ,169871,"PERU: Cajamarca ;Quebrada Lanchal, ca. 8 km ESE Sallique"
200456,Phaeo_murina_LSUMZ180,Phaeomyias murina,Phaeomyias murina,Phaeomyias tumbezana,Tyrannidae,LSUMZ-B,180,LSUMZ,97759,"PERU: Piura, Km 34 on Olmos-Bagua Chica Hwy"
200457,Phymyi_urichi_FMNH92193,Phyllomyias urichi,Phyllomyias urichi,Phyllomyias urichi,Tyrannidae,FMNH,92193 (toepad),FMNH,92193,VENEZUELA: Sucre: Mt Turumiquire
200458,Pitta_maxima_USNM571809,Pitta maxima,Pitta maxima,Pitta maxima,Pittidae,USNM ,571809,USNM ,571809,"INDONESIA: Halmahera, Maluku, Kampung Pasir Putih, Jailolo District"
200459,Pitta_molcen_DOT17176,Pitta moluccensis,Pitta moluccensis,Pitta moluccensis,Pittidae,AMNH-DOT,17176,AMNH,SKEL 29726,SINGAPORE: Botanic Gardens
200460,Pseucol_citre_FMNH316706,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Pseudocolopteryx citreola,Tyrannidae,FMNH,316706 (toepad),FMNH,316706,"CHILE: Santiago, Batuco"
200461,Pseutri_rufcep_IAvHBT2565,Pseudotriccus ruficeps,Pseudotriccus ruficeps,Pseudotriccus ruficeps,Pipromorphidae,IAvH-CT,2565,IAvH,12677,"COLOMBIA: Cundinamarca, Guasca, San Francisco, Sector de Palacio, Reserva Forestal de Río Blanco"
200462,Pyrrho_cinmeus_AMNH388114,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Pyrrhomyias cinnamomeus,Tyrannidae,AMNH,388114 (toepad),AMNH,388114,VENEZUELA: Sucre; Mariño; 920 M
200463,Scelor_albcol_MVZ164301,Scelorchilus albicollis,Scelorchilus albicollis,Scelorchilus albicollis,Rhinocryptidae,MVZ,164301 (toepad),MVZ,164301,"CHILE: Región metropolitana de Santiago, Fundo Santa Laura, Cuesta La Dormida"
200464,Scyta_petlus_MZUSP78812,Scytalopus petrophilus,Scytalopus petrophilus,Scytalopus petrophilus,Rhinocryptidae,MZUSP,78812,MZUSP,78812,"BRAZIL: Minas Gerais, Catas Altas, Serra do Caraça, Pico do Inficionado"
200465,Scyta_zimme_ANSP146343,Scytalopus zimmeri,Scytalopus zimmeri,Scytalopus zimmeri,Rhinocryptidae,ANSP,146343 (toepad),ANSP,146343,"BOLIVIA: Chuquisaca, Padilla, 25 mi E Padilla"
200466,Scyta_atrtus_ICN32621,Scytalopus atratus,Scytalopus atratus,Scytalopus atratus,Rhinocryptidae,ICN,32621,ICN,32621,"COLOMBIA: Meta: Cubarral, Vda. Aguas Claras, Serranía de Aguas Claras"
200467,Scyta_femo_LSUMZ44539,Scytalopus femoralis,Scytalopus femoralis,Scytalopus femoralis,Rhinocryptidae,LSUMZ-B,44540,LSUMZ,174033,"PERU: San Martín, 22 km ENE Florida"
200468,Syna_moesta_ICNJPL838,Synallaxis moesta,Synallaxis moesta,Synallaxis moesta,Furnariidae,ICN,39232,ICN,39232,"COLOMBIA: Putumayo: Mocoa: Vda. San Martín, Fca. La Pradera"
200469,Syna_subdic_IAvHBT9738,Synallaxis subpudica,Synallaxis subpudica,Synallaxis subpudica,Furnariidae,IAvH-CT,9738,ANDES,O-474,"COLOMBIA: Cundinamarca, La Calera,La Calera, El Hato, Finca La Valquiria"
