Table S43. Sample information and classifications,,,,,,,,,,
Sample ID,Tip Name,AOS + Howard&Moore Name,AOS + Clements Name,IUCN Name,Howard&Moore Family,Tissue Source,Tissue Number,Voucher Source,Voucher Number,Locality
150,Thamphil_murnus_MZU85950,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,MZUSP,85950,MZUSP,85950,"BRAZIL: Pará, Rodovia PA254, 6 km de Vila Mamiá, Curuá"
151,Thamphil_murnus_MZUJ1050,Thamnophilus murinus,Thamnophilus murinus,Thamnophilus murinus,Thamnophilidae,MZUSP,108738,MZUSP,108738,"BRAZIL: Rondônia, margen esquerda Rio Madeira, Caiçara T3 9º26'54""S 64º50'01"""
153,Thamphil_nigcep_UAM20238,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilus nigriceps,Thamnophilidae,UAM,20238,UAM,20238,"PANAMA: Panamá, Logo Bayano"
154,Thamphil_bridge_L81995,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilus bridgesi,Thamnophilidae,LSUMZ-B,81995,LSUMZ,189733,"COSTA RICA: Puntarenas, Garabito, Parque Nacional Carara, 9˚47'35"" N, 84˚36'07"" N, 40m"
156,Thamphil_praec_ANSP3190,Thamnophilus praecox,Thamnophilus praecox,Thamnophilus praecox,Thamnophilidae,ANSP,18122,ANSP,183283,"ECUADOR: Sucumbíos, Imuya Cocha"
158,Thamphil_cryleu_LSU25431,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilus cryptoleucus,Thamnophilidae,LSUMZ-B,25431,MPEG,53058,"BRAZIL: Amazonas, Ilha do Careiro, ca 20 km E Manaus"
160,Thamphil_nigroner_MZU93302,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,MZUSP,93302,MZUSP,93302,"BRAZIL: Pará, Ilha de Ipanema, Rio Amazonas, Almerim"
161,Thamphil_nigroner_LSU20234,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,LSUMZ-B,20234,LSUMZ,165767,"BRAZIL: Amazonas, Munic. Novo Airao; Arquipelago das Anavilhanas; 60 degrees 45'W, 2 degrees 45'S"
162,Thamphil_nigroner_ICN39301,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,ICN,39301,ICN,39301,"COLOMBIA: Casanare, Paz de Ariporo, Finca El Rubí"
163,Thamphil_nigroner_A295,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,INPA,A-295,INPA,CHS29,"BRAZIL: Amazonas, Ilha do Uruá, Rio Madeira, ca 80 km NE Manicoré"
164,Thamphil_nigroner_MZU92841,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,MZUSP,92841,MZUSP,92841,"BRAZIL: Amazonas, Parque Nacional Juruena, Ilha Amazonas, cerca de 2,8 km a sudeste da Barra de São Manoel"
165,Thamphil_nigroner_OI001,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilus nigrocinereus,Thamnophilidae,MPEG,79994,MPEG,79994,"BRAZIL: Amapá, Oiapoque, Rio Oiapoque, ilha fluvial, 25 km L do município, 4º01'36.3""S, 51º41'59.9""W"
167,Thamphil_puntat_ANSP168259,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilidae,ANSP,168259 (toepad),ANSP,168259,COLOMBIA: Meta
168,Thamphil_puntat_LSU44235,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilidae,LSUMZ-B,44235,LSUMZ,173971,"PERU: San Martín, 11 km SE Tarapoto, 6 degrees 34' 65"" S, 76 degrees 19' 0"" W"
169,Thamphil_puntat_LSU32837,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilus punctatus,Thamnophilidae,LSUMZ-B,32837,LSUMZ,169873,"PERU: Cajamarca, Los Juntas, junction of Rios Tabaconas and Chinchipe; 5 degrees 23.0' S 78 degrees 46.3' W"
170,Thamphil_stilus_MZUSP81267,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilidae,MZUSP,81267,MZUSP,81267,"BRAZIL: Tocantins, Palmeiras do Tocantins, ""Mata Virgem"""
171,Thamphil_stilus_LSU13850,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilidae,LSUMZ-B,13850,LSUMZ,150736,"BOLIVIA: Santa Cruz, Serrania de Huanchaca, 45 km E Florida"
172,Thamphil_stilus_MZUSP81266,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilus stictocephalus,Thamnophilidae,MZUSP,81266,MZUSP,81266,"BRAZIL: Tocantins, Palmeiras do Tocantins, ""Mata Virgem"""
174,Thamphil_stirus_MZU79317,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilidae,MZUSP,79317,MZUSP,79317,"BRAZIL: Mato Grosso, Fazenda Descalvados"
175,Thamphil_stirus_LSU34608,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilidae,LSUMZ-B,34608,LSUMZ,171271,"BOLIVIA: Santa Cruz, Cordillera; 10.6 km E Abapó"
176,Thamphil_stirus_KU2916,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilidae,KU,2916,KU,91799,"PARAGUAY: Boquerón, Colonia Neuland"
177,Thamphil_stirus_MZU79318,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilidae,MZUSP,79318,MZUSP,79318,"BRAZIL: Mato Grosso, Fazenda Descalvados"
178,Thamphil_stirus_KU2867,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilus sticturus,Thamnophilidae,KU,2867,KU,90413,"PARAGUAY: Alto Paraguay, Picada Chovoreca"
179,Thamphil_pelzel_MZU94631,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilidae,MZUSP,94631,MZUSP,94631,"BRAZIL: Goiás, Campinaçu"
180,Thamphil_pelzel_MPEGURC181,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilidae,MPEG,URC181,UFPI,6971,"BRAZIL: Piauí, Mun.Uruçuí;  Vale do Rio Pratinha"
181,Thamphil_pelzel_MZUSP81729,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilidae,MZUSP,81729,MZUSP,81729,"BRAZIL: São Paulo, Macaubal, Fazenda Pauã"
182,Thamphil_pelzel_MZUSP81730,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilus pelzelni,Thamnophilidae,MZUSP,81730,MZUSP,81730,"BRAZIL: São Paulo, Macaubal, Fazenda Pauã"
183,Thamphil_ambus_MZU86040,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,MZUSP,86040,MZUSP,86040,"BRAZIL: Bahia, Lençóis"
184,Thamphil_ambus_MZU91378,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilus ambiguus,Thamnophilidae,MZUSP,91378,MZUSP,91378,"BRAZIL: Bahia, Serra da Jibóia, Elísio Medrado, Fazenda Jequitibá"
186,Thamphil_caecen_MZU81155,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,MZUSP,81155,MZUSP,81155,"BRAZIL: São Paulo, E. E. de Bananal, Bananal"
187,Thamphil_caecen_MZUSPML2030,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,MZUSP,ML2030,MZUSP,ML2030,"BRAZIL: Minas Gerais, Patrocinio"
188,Thamphil_caecen_LSU1684,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,LSUMZ-B,1684,LSUMZ,105988,"PERU: Pasco, Santa Cruz; about 9 km SSE Oxapampa"
190,Thamphil_caecen_UWBM77213,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,UWBM,RCF-2167,UWBM,77213,"BOLIVIA: Tarija, O'Connor, Entre Ríos"
191,Thamphil_caecen_LSU38284,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,LSUMZ-B,38284,LSUMZ,168944,"BOLIVIA: Santa Cruz, La Chuchial"
192,Thamphil_caecen_LSU50102,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,LSUMZ-B,50102,LSUMZ,170871,"PERU: Loreto, Ca. 80 km SE Juanjui on E. bank upper Río Pauya"
193,Thamphil_caecen_LSU34687,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,LSUMZ-B,34687,LSUMZ,171295,"BOLIVIA: Santa Cruz, Cordillera, 38.4 km E Abapo, 18 degrees 44' 48"" S, 63 degrees 04' 06"" W"
194,Thamphil_caecen_MZU91197,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,MZUSP,91197,MZUSP,91197,"BRAZIL: Santa Catarina, Nova Trento"
195,Thamphil_caecen_MZUSPML2031,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,MZUSP,ML2031,MZUSP,ML2031,"BRAZIL: Goiás, Cristalina"
196,Thamphil_caecen_MPEGCPEII037,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilus caerulescens,Thamnophilidae,MPEG,72113,MPEG,72113,"BRAZIL: Pernambuco, Barreiros, Engenho Cachoeira Linda (08o48'S;35o19'W)"
197,Thamphil_unico_H2314,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilidae,IAvH-CT,2314,IAvH,12407,"COLOMBIA: Huila, Saladoblanco, El Palmar, PNN Puracé, Sector Granates"
198,Thamphil_unico_LSU12144,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilus unicolor,Thamnophilidae,LSUMZ-B,12144,ANSP,180321,"ECUADOR: Pichincha, Mindo"
202,Thamphil_aethi_MZU93741,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,MZUSP,93741,MZUSP,93741,"BRAZIL: Roraima, Caracaraí, rio Jufari, Igarapé Caicubi, sítio do Valdir"
205,Thamphil_aethi_MZUJ1799,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,MZUSP,108724,MZUSP,108724,"BRAZIL: Rondônia, margen esquerda Rio Madeira, Caiçara T1P2 9º26'16""S 64º49'46"""
206,Thamphil_aethi_LSUMZ12307,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,LSUMZ-B,12307,LSUMZ,137092,"BOLIVIA: santa Cruz, Velasco;  Santa Cruz; 32 km E. Aserradero pre Parque Nacional Noel Kempff Mercado"
207,Thamphil_aethi_MZU95391,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,MZUSP,95391,MZUSP,95391,"BRAZIL: Pará, Rio Xingu (margem direita), Anapu, T7"
208,Thamphil_aethi_MZU81269,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,MZUSP,81269,MZUSP,81269,"BRAZIL: Maranhão, Açailândia, Fazenda Itabaiana"
209,Thamphil_aethi_MZU85797,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilus aethiops,Thamnophilidae,MZUSP,85797,MZUSP,85797,"BRAZIL: Pernambuco, Usina Trapiche, Sirinhaém"
210,Thamphil_aroy_LSU58402,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilus aroyae,Thamnophilidae,LSUMZ-B,58402,LSUMZ,179660,"PERU: Puno, Below Putina, ca 25 km NE San Juan de Oro, 14 degrees 06' S, 69 degrees 01' W"
212,Thamphil_meltus_COPML768,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilus melanonotus,Thamnophilidae,COP,ML-768,MHNLS,13517,"VENEZUELA: Zulia, Campo Boscán Hacienda Grano de Oro"
214,Thamphil_melrax_MPEGCN994,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilus melanothorax,Thamnophilidae,MPEG,66226,MPEG,66226,"BRAZIL: Pará, Almeirim, REBIO Maicuru (00o49'N;53o55'W)"
216,Thamphil_amacus_LSUMZ13045,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,LSUMZ-B,13045,LSUMZ,137116,"BOLIVIA: Santa Cruz, Velasco; W. bank Río Paucerna, 4 km upstream from Río Itenez"
217,Thamphil_amacus_MZU88911,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,MZUSP,88911,MZUSP,88911,"BRAZIL: Mato Grosso, Pontes e Lacerda"
218,Thamphil_amacus_MZU93755,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,MZUSP,93755,MZUSP,93755,"BRAZIL: Roraima, Caracaraí, rio Jufari, Igarapé Caicubi, Trilha Paraguai"
219,Thamphil_amacus_MZU90063,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,MZUSP,90063,MZUSP,90063,"BRAZIL: Pará, Santana do Araguaia, Fazenda Fartura"
220,Thamphil_amacus_MZU81272,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilus amazonicus,Thamnophilidae,MZUSP,81272,MZUSP,81272,"BRAZIL: Maranhão, Rio Itaueiras, Porto Franco"
221,Thamphil_insig_LSU7579,Thamnophilus insignis,Thamnophilus insignis,Thamnophilus insignis,Thamnophilidae,LSUMZ-B,7579,FMNH,319111,"VENEZUELA: Amazonas, CERRO DE LA NEBLINA CAMP VII 1800M"
223,Thamphil_divis_MPEGPNSD225,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilus divisorius,Thamnophilidae,MPEG,52751,MPEG,52751,"BRAZIL: Acre, Alto Rio Moa, margem esquerda, Mâncio Lima, Morro Queimado, Serra da Jaquirana (PNSD 7o26'S, 73o40'W)"
227,Megast_martus_L6836,Megastictus margaritatus,Megastictus margaritatus,Megastictus margaritatus,Thamnophilidae,LSUMZ-B,6836,LSUMZ,119709,"PERU: Loreto ;Quebrada Oran, ca 5 km N Rio Amazonas, 85 km NE Iquitos"
229,Neocta_niger_L2749,Neoctantes niger,Neoctantes niger,Neoctantes niger,Thamnophilidae,LSUMZ-B,2749,LSUMZ,109858,"PERU: Loreto ;1 km N Río Napo, 157 km by river NNE Iquitos"
231,Clytoc_ali_A133422,Clytoctantes alixii,Clytoctantes alixii,Clytoctantes alixii,Thamnophilidae,AMNH,133422 (toepad),AMNH,133422,"COLOMBIA: Antioquia, Puerto Valdivia, Cauca River"
233,Clytoc_atrgul_MZU96888,Clytoctantes atrogularis,Clytoctantes atrogularis,Clytoctantes atrogularis,Thamnophilidae,MZUSP,96888,MZUSP,96888,"BRAZIL: Amazonas, Rio Sucunduri (margem direita) 60 km abaixo da BR-230 (ponto 9)"
235,Thamni_ananus_L26439,Thamnistes anabatinus,Thamnistes anabatinus,Thamnistes anabatinus,Thamnophilidae,LSUMZ-B,26439,LSUMZ,163576,"PANAMA: Chiriquí, Dist. Gualaca; Cordillera Central, __ km by road S Lago Fortuna Dam"
239,Dysith_mental_MZU87834,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,MZUSP,87834,MZUSP,87834,"BRAZIL: São Paulo, P. E. Serra da Cantareira, Núcleo Pedra Grande"
240,Dysith_mental_LSU26463,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,26463,LSUMZ,163591,"PANAMA: Chiriquí, Dist. Gualaca, Cordillera Central, 4.3 km by road S Lago Fortuna dam"
242,Dysith_mental_IAvHBT4241,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,IAvH-CT,4241,ICN,34839,"COLOMBIA: Valle, La Cumbre, Chicoral, Bitaco, Fincas La Minga y Montebello"
243,Dysith_mental_LSU66338,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,66338,LSUMZ,183140,"PERU: Tumbes, Campo Verde 03.85276º S 80.18687ºW"
246,Dysith_mental_LSU69439,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,69439,UF,46017,"TRINIDAD & TOBAGO: Tobago, St John Co."
247,Dysith_mental_LSU69289,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,69289,UF,45867,"TRINIDAD & TOBAGO: Trinidad, St George Co."
248,Dysith_mental_LSU48490,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,48490,LSUMZ,175403,"GUYANA: Kopinang Mountain, 9 km W Kopinang Village, 4º 57' 54""N, 59º 54' 49"" W"
251,Dysith_mental_IAvHBT4874,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,IAvH-CT,4874,ICN,34527,"COLOMBIA: Antioquia, Amalfi, Salazar, Bodega Vieja, Trocha a Aguadeños, cuenca del Río Riachón"
252,Dysith_mental_ANSP19107,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,ANSP,19107,ANSP,185449,"ECUADOR: Napo, Panguri; ca. 12 km NE San Francisco del Vergel"
253,Dysith_mental_L33085,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,33085,LSUMZ,170460,"PERU: Cajamarca, Ca. 3 km NNE San José de Lourdes"
254,Dysith_mental_LSU2003,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,2003,LSUMZ,105996,"PERU: Pasco, Km 41 on Villa Rica - Puerto Berurerdez highway"
255,Dysith_mental_LSU22639,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,LSUMZ-B,22639,LSUMZ,162665,"BOLIVIA: La Paz, B. Saavedra, 83 km by road E Charazani, Cerro Asunta Pata."
256,Dysith_mental_MZUSP85740,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,MZUSP,85740,MZUSP,85740,"BRAZIL: Alagoas, Usina Coruripe, Coruripe"
257,Dysith_mental_MZU94637,Dysithamnus mentalis,Dysithamnus mentalis,Dysithamnus mentalis,Thamnophilidae,MZUSP,94637,MZUSP,94637,"BRAZIL: Goiás, Campinaçu"
258,Dysith_strcep_L72090,Dysithamnus striaticeps,Dysithamnus striaticeps,Dysithamnus striaticeps,Thamnophilidae,LSUMZ-B,72090,MZUCR,CS-321,"COSTA RICA: Limón, Parque Nacional Braulio Carrillo Quebrada Gonzáles; 10 Degrees 9' 20"" N, 83 Degrees 56' 20"" W, 500m"
261,Dysith_puncep_LSU11957,Dysithamnus puncticeps,Dysithamnus puncticeps,Dysithamnus puncticeps,Thamnophilidae,LSUMZ-B,11957,ANSP,180327,"ECUADOR: Esmeraldas, EL PLACER, CA 670M, 0-52'N: 78-33'W"
263,Dysith_xanth_MZUSP78346,Dysithamnus xanthopterus,Dysithamnus xanthopterus,Dysithamnus xanthopterus,Thamnophilidae,MZUSP,78346,MZUSP,78346,"BRAZIL: São Paulo, E. E. Bananal, Bananal"
264,Dysith_occlis_H4028,Dysithamnus occidentalis,Dysithamnus occidentalis,Dysithamnus occidentalis,Thamnophilidae,IAvH-CT,4028,IAvH,13390,"COLOMBIA: Risarlada, Pueblo Rico, La Cumbre, PNN Tamá"
265,Dysith_occlis_LSU33931,Dysithamnus occidentalis,Dysithamnus occidentalis,Dysithamnus occidentalis,Thamnophilidae,LSUMZ-B,33931,LSUMZ,172136,"PERU: Cajamarca, Cordillera del Condor, Picorana, 4 degrees 59.5 ' S, 78 degrees, 54.3 ' W"
266,Dysith_occlis_LSU44189,Dysithamnus occidentalis,Dysithamnus occidentalis,Dysithamnus occidentalis,Thamnophilidae,LSUMZ-B,44189,LSUMZ,173979,"PERU: San Martín, Ca 22 km ENE Florida, 5 degrees 43' 23"" S, 77 degrees 45' 1"" W"
267,Dysith_leuctus_LSU6111,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,LSUMZ-B,6111,ANSP,176840,"ECUADOR: Morona-Santiago, E OF LOGRONO; W SLOPE OF CORD. DE CUTUCU"
268,Dysith_leuctus_ICN39204,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,ICN,39204,ICN,39204,"COLOMBIA: Caquetá, Florencia, cgto. Caraño, Finca Buenavista"
269,Dysith_leuctus_COP07N0158,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,COP,07N0158,Blood,Blood,"VENEZUELA: Yaracuy, Loma Zapatero, Hacienda La Guaquira"
270,Dysith_leuctus_YPM139344,Dysithamnus leucostictus,Dysithamnus leucostictus,Dysithamnus leucostictus,Thamnophilidae,YPM-ORN,139344,YPM-ORN,139344,SURINAME: Tafelberg. netted. Elev. 780 m
273,Thamman_ardcus_L6896,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,LSUMZ-B,6896,LSUMZ,119718,"PERU: Loreto, 5KM N AMAZONAS 85KM NE IQUITOS 110M"
274,Thamman_ardcus_MZU92005,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnomanes ardesiacus,Thamnophilidae,MZUSP,92005,MZUSP,92005,"BRAZIL: Amapá, RESEX Cajari, Vila Marinho, Laranjal do Jari"
275,Thamman_satnus_MZU92763,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,MZUSP,92763,MZUSP,92763,"BRAZIL: Amazonas, Rio Tapajós (margem esquerda), Barra de São Manoel"
276,Thamman_satnus_LSU4600,Thamnomanes saturninus,Thamnomanes saturninus,Thamnomanes saturninus,Thamnophilidae,LSUMZ-B,4600,LSUMZ,115215,"PERU: Loreto, S Rio Amazonas, ca 10 km SSW mouth Rio Napo on E. bank Quebrada Vainilla"
277,Thamman_caesi_SP91353,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,MZUSP,91353,MZUSP,91353,"BRAZIL: Bahia, Mata da Pancada Grande, Reserva Michelin"
278,Thamman_caesi_MZUJ867,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,MZUSP,108997,MZUSP,108997,"BRAZIL: Rondônia, margem esquerda Rio Madeira, Abunã, T11 9º38'32""S, 65º26'44""W"
280,Thamman_caesi_MZU93855,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,MZUSP,93855,MZUSP,93855,"BRAZIL: Roraima, Caracaraí, rio Jufari, Igarapé Caicubi, Trilha Paraguai"
281,Thamman_caesi_MZU92757,Thamnomanes caesius,Thamnomanes caesius,Thamnomanes caesius,Thamnophilidae,MZUSP,92757,MZUSP,92757,"BRAZIL: Amazonas, Reserva de Desenvolvimento Sustentável (RDS) Bararati, Rio Juruena (margem esquerda), 30 km a SSW da Barra de São Manoel"
282,Thamman_schnus_LSU992,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,LSUMZ-B,992,LSUMZ,102093,"BOLIVIA: La Paz, Rio Beni, ca 20 km by river N. Puerto Linares"
283,Thamman_schnus_LSU76233,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnomanes schistogynus,Thamnophilidae,LSUMZ-B,76233,LSUMZ,188867,"PERU: Ucayali, Quebrada Shicotsa, 20.5 km SW mouth of Rio Cohengua"
284,Xenor_setif_SB03229,Xenornis setifrons,Xenornis setifrons,Xenornis setifrons,Thamnophilidae,USNM,3229,USNM,608929,"PANAMA: San Blas; Nusagandi, 1 km N"
286,Isleri_hauxw_MZU86503,Isleria hauxwelli,Isleria hauxwelli,Isleria hauxwelli,Thamnophilidae,MZUSP,86503,MZUSP,86503,"BRAZIL: Amazonas, Rio Parauari (margem esquerda), 6 km acima da cachoeira do Tambor"
287,Isleri_hauxw_LSU4270,Isleria hauxwelli,Isleria hauxwelli,Isleria hauxwelli,Thamnophilidae,LSUMZ-B,4270,LSUMZ,115273,"PERU: Loreto, Lower Rio Napo region, E. bank Rio Yanayacu, ca. 90km N Iquitos"
288,Isleri_hauxw_MZU83855,Isleria hauxwelli,Isleria hauxwelli,Isleria hauxwelli,Thamnophilidae,MZUSP,83855,MZUSP,83855,"BRAZIL: Pará, Santana do Araguaia, Fazenda Fartura"
289,Isleri_hauxw_MZU92884,Isleria hauxwelli,Isleria hauxwelli,Isleria hauxwelli,Thamnophilidae,MZUSP,92884,MZUSP,92884,"BRAZIL: Amazonas, Rio Tapajós (margem esquerda), Barra de São Manoel "
290,Isleri_gutta_F391375,Isleria guttata,Isleria guttata,Isleria guttata,Thamnophilidae,FMNH,391375,MPEG,CH-158,"BRAZIL: Amapá, Fazenda Itapoa"
292,Pygipt_steris_L4454,Pygiptila stellaris,Pygiptila stellaris,Pygiptila stellaris,Thamnophilidae,LSUMZ-B,4454,LSUMZ,115192,"PERU: Loreto ; Lower Río Napo region, E bank Río Yanayacu, 90 km N Iquitos"
294,Epinec_fultri_LSU2299,Epinecrophylla fulviventris,Epinecrophylla fulviventris,Epinecrophylla fulviventris,Thamnophilidae,LSUMZ-B,2299,LSUMZ,108339,"PANAMA: Darién, Cana"
296,Epinec_gutlis_LSU55218,Epinecrophylla gutturalis,Epinecrophylla gutturalis,Epinecrophylla gutturalis,Thamnophilidae,LSUMZ-B,55218,LSUMZ,178451,"SURINAME: Sipaliwini, Balchuis Gebergte, ca 70 km SE Apura, 40 degrees 43' 48""N, 56 degrees 45' 05"" W"
298,Epinec_leulma_LSUMZ18242,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,Epinecrophylla leucophthalma,Thamnophilidae,LSUMZ-B,18242,LSUMZ,153364,"BOLIVIA: Santa Cruz, Velasco; Parque Nacional Noel Keonpff Mercado 86 km ESE Florida "
300,Epinec_haema_L4579,Epinecrophylla haematonota,Epinecrophylla haematonota,Epinecrophylla haematonota,Thamnophilidae,LSUMZ-B,4579,LSUMZ,115284,"PERU: Loreto ; S Río Amazonas, 10 km SSW mouth Río Napo on E bank Quebrada Vainilla"
303,Epinec_pyrota_MZUSP79027,Epinecrophylla pyrrhonota,Epinecrophylla pyrrhonota,Epinecrophylla haematonota,Thamnophilidae,MZUSP,79027,MZUSP,79027,"BRAZIL: Roraima, Paracaima, Comunidade Nova Esperança"
306,Epinec_amaica_MZUSPJ164,Epinecrophylla amazonica,Epinecrophylla amazonica,Epinecrophylla amazonica,Thamnophilidae,MZUSP,J164,MZUSP,J164,"BRAZIL: Rondônia, M.E. Rio Madeira, Abunã, T11, 9°38'32''S 65°26'44''W"
308,Epinec_dente_MZUSP80591,Epinecrophylla dentei,Epinecrophylla dentei,Epinecrophylla amazonica,Thamnophilidae,MZUSP,80591,MZUSP,80591,"BRAZIL: Amazonas, Rio Roosevelt, Esperança"
310,Epinec_fjeld_KU873,Epinecrophylla fjeldsaai,Epinecrophylla fjeldsaai,Epinecrophylla haematonota,Thamnophilidae,KU,873,KU,89642,"PERU: Loreto, San Jacinto, 1.5 km E Rio Tigre"
