GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,BigBird_Names,BigBird_Notes,Clements_Order,Clements_Family,Reconciliation
345731,Picumnus innominatus,species,Picumnus innominatus,species,Picumnus innominatus,,Piciformes,Picidae (Woodpeckers),
345732,Picumnus innominatus chinensis,subspecies,Picumnus innominatus chinensis,subspecies,Picumnus innominatus chinensis,,Piciformes,Picidae (Woodpeckers),
345733,Picumnus innominatus malayorum,subspecies,Picumnus innominatus malayorum,subspecies,Picumnus innominatus malayorum,,Piciformes,Picidae (Woodpeckers),
1109087,Picumnus lafresnayi,species,Picumnus lafresnayi,species,Picumnus lafresnayi,,Piciformes,Picidae (Woodpeckers),
2039156,Picumnus minutissimus,species,Picumnus minutissimus,species,Picumnus minutissimus,,Piciformes,Picidae (Woodpeckers),
381872,Picumnus nebulosus,species,Picumnus nebulosus,species,Picumnus nebulosus,,Piciformes,Picidae (Woodpeckers),
2039157,Picumnus olivaceus,species,Picumnus olivaceus,species,Picumnus olivaceus,,Piciformes,Picidae (Woodpeckers),
2039158,Picumnus pumilus,species,Picumnus pumilus,species,Picumnus pumilus,,Piciformes,Picidae (Woodpeckers),
1109088,Picumnus pygmaeus,species,Picumnus pygmaeus,species,Picumnus pygmaeus,,Piciformes,Picidae (Woodpeckers),
345730,Picumnus rufiventris,species,Picumnus rufiventris,species,Picumnus rufiventris,,Piciformes,Picidae (Woodpeckers),
2039159,Picumnus sclateri,species,Picumnus sclateri,species,Picumnus sclateri,,Piciformes,Picidae (Woodpeckers),
381873,Picumnus spilogaster,species,Picumnus spilogaster,species,Picumnus spilogaster,,Piciformes,Picidae (Woodpeckers),
2039171,Picumnus squamulatus,species,Picumnus squamulatus,species,Picumnus squamulatus,,Piciformes,Picidae (Woodpeckers),
2039160,Picumnus steindachneri,species,Picumnus steindachneri,species,Picumnus steindachneri,,Piciformes,Picidae (Woodpeckers),
2039162,Picumnus subtilis,species,Picumnus subtilis,species,Picumnus subtilis,,Piciformes,Picidae (Woodpeckers),
345729,Picumnus temminckii,species,Picumnus temminckii,species,Picumnus temminckii,,Piciformes,Picidae (Woodpeckers),
2039163,Picumnus varzeae,species,Picumnus varzeae,species,Picumnus varzeae,,Piciformes,Picidae (Woodpeckers),
187860,Picus awokera,species,Picus awokera,species,Picus awokera,,Piciformes,Picidae (Woodpeckers),
301969,Picus canus,species,Picus canus,species,Picus canus,,Piciformes,Picidae (Woodpeckers),
301970,Picus canus canus,subspecies,Picus canus canus,subspecies,Picus canus canus,,Piciformes,Picidae (Woodpeckers),
301971,Picus canus jessoensis,subspecies,Picus canus jessoensis,subspecies,Picus canus jessoensis,,Piciformes,Picidae (Woodpeckers),
367952,Picus chlorolophus,species,Picus chlorolophus,species,Picus chlorolophus,,Piciformes,Picidae (Woodpeckers),
535305,Picus erythropygius,species,Picus erythropygius,species,Picus erythropygius,,Piciformes,Picidae (Woodpeckers),
1517806,Picus erythropygius nigrigenis,subspecies,Picus erythropygius nigrigenis,subspecies,Picus erythropygius nigrigenis,,Piciformes,Picidae (Woodpeckers),
535306,Picus puniceus,species,Picus puniceus,species,Picus puniceus,,Piciformes,Picidae (Woodpeckers),
535304,Picus rabieri,species,Picus rabieri,species,Picus rabieri,,Piciformes,Picidae (Woodpeckers),
2039165,Picus sharpei,species,Picus sharpei,species,Picus sharpei,,Piciformes,Picidae (Woodpeckers),
1464037,Picus squamatus,species,Picus squamatus,species,Picus squamatus,,Piciformes,Picidae (Woodpeckers),
1517807,Picus squamatus squamatus,subspecies,Picus squamatus squamatus,subspecies,Picus squamatus squamatus,,Piciformes,Picidae (Woodpeckers),
752243,Picus vaillantii,species,Picus vaillantii,species,Picus vaillantii,,Piciformes,Picidae (Woodpeckers),
535307,Picus viridanus,species,Picus viridanus,species,Picus viridanus,,Piciformes,Picidae (Woodpeckers),
100825,Picus viridis,species,Picus viridis,species,Picus viridis,,Piciformes,Picidae (Woodpeckers),
1077794,Picus viridis innominatus,subspecies,Picus viridis innominatus,group (monotypic),Picus viridis innominatus,,Piciformes,Picidae (Woodpeckers),
752242,Picus viridis karelini,subspecies,Picus viridis karelini,subspecies,Picus viridis karelini,,Piciformes,Picidae (Woodpeckers),
301968,Picus viridis viridis,subspecies,Picus viridis viridis,subspecies,Picus viridis viridis,,Piciformes,Picidae (Woodpeckers),
535309,Picus vittatus,species,Picus vittatus,species,Picus vittatus,,Piciformes,Picidae (Woodpeckers),
535310,Picus xanthopygaeus,species,Picus xanthopygaeus,species,Picus xanthopygaeus,,Piciformes,Picidae (Woodpeckers),
1517777,Reinwardtipicus validus,species,Reinwardtipicus validus,species,Reinwardtipicus validus,,Piciformes,Picidae (Woodpeckers),
1517778,Reinwardtipicus validus xanthopygius,subspecies,Reinwardtipicus validus xanthopygius,subspecies,Reinwardtipicus validus xanthopygius,,Piciformes,Picidae (Woodpeckers),
315371,Sasia abnormis,species,Sasia abnormis,species,Sasia abnormis,,Piciformes,Picidae (Woodpeckers),
345728,Sasia ochracea,species,Sasia ochracea,species,Sasia ochracea,,Piciformes,Picidae (Woodpeckers),
475040,Sasia ochracea kinneari,subspecies,Sasia ochracea kinneari,subspecies,Sasia ochracea kinneari,,Piciformes,Picidae (Woodpeckers),
475041,Sasia ochracea ochracea,subspecies,Sasia ochracea ochracea,subspecies,Sasia ochracea ochracea,,Piciformes,Picidae (Woodpeckers),
372291,Sphyrapicus nuchalis,species,Sphyrapicus nuchalis,species,Sphyrapicus nuchalis,,Piciformes,Picidae (Woodpeckers),
131343,Sphyrapicus ruber,species,Sphyrapicus ruber,species,Sphyrapicus ruber,,Piciformes,Picidae (Woodpeckers),
372290,Sphyrapicus thyroideus,species,Sphyrapicus thyroideus,species,Sphyrapicus thyroideus,,Piciformes,Picidae (Woodpeckers),
56079,Sphyrapicus varius,species,Sphyrapicus varius,species,Sphyrapicus varius,,Piciformes,Picidae (Woodpeckers),
345734,Sasia africana,species,Verreauxia africana,species,Verreauxia africana,,Piciformes,Picidae (Woodpeckers),taxonomy
177295,Xiphidiopicus percussus,species,Xiphidiopicus percussus,species,Xiphidiopicus percussus,,Piciformes,Picidae (Woodpeckers),
367950,Yungipicus canicapillus,species,Yungipicus canicapillus,species,Yungipicus canicapillus,,Piciformes,Picidae (Woodpeckers),
36303,Yungipicus kizuki,species,Yungipicus kizuki,species,Yungipicus kizuki,,Piciformes,Picidae (Woodpeckers),
1517771,Yungipicus kizuki ijimae,subspecies,Yungipicus kizuki seebohmi,subspecies,Yungipicus kizuki seebohmi,,Piciformes,Picidae (Woodpeckers),taxonomy
1118543,Yungipicus maculatus,species,Yungipicus maculatus,species,Yungipicus maculatus,,Piciformes,Picidae (Woodpeckers),
1517772,Yungipicus moluccensis,species,Yungipicus moluccensis,species,Yungipicus moluccensis,,Piciformes,Picidae (Woodpeckers),
1517787,Yungipicus moluccensis moluccensis,subspecies,Yungipicus moluccensis moluccensis,subspecies,Yungipicus moluccensis moluccensis,,Piciformes,Picidae (Woodpeckers),
1517773,Picoides temminckii,species,Yungipicus temminckii,species,Yungipicus temminckii,,Piciformes,Picidae (Woodpeckers),taxonomy
240742,Andigena cucullata,species,Andigena cucullata,species,Andigena cucullata,,Piciformes,Ramphastidae (Toucans),
91761,Andigena hypoglauca,species,Andigena hypoglauca,species,Andigena hypoglauca,,Piciformes,Ramphastidae (Toucans),
1367507,Andigena hypoglauca hypoglauca,subspecies,Andigena hypoglauca hypoglauca,subspecies,Andigena hypoglauca hypoglauca,,Piciformes,Ramphastidae (Toucans),
1367508,Andigena hypoglauca lateralis,subspecies,Andigena hypoglauca lateralis,subspecies,Andigena hypoglauca lateralis,,Piciformes,Ramphastidae (Toucans),
91788,Andigena laminirostris,species,Andigena laminirostris,species,Andigena laminirostris,,Piciformes,Ramphastidae (Toucans),
1032512,Andigena nigrirostris,species,Andigena nigrirostris,species,Andigena nigrirostris,,Piciformes,Ramphastidae (Toucans),
1367509,Andigena nigrirostris spilorhynchus,subspecies,Andigena nigrirostris spilorhynchus,subspecies,Andigena nigrirostris spilorhynchus,,Piciformes,Ramphastidae (Toucans),
2972598,Aulacorhynchus albivitta,species,Aulacorhynchus albivitta,species,Aulacorhynchus albivitta,,Piciformes,Ramphastidae (Toucans),
672474,Aulacorhynchus atrogularis,species,Aulacorhynchus albivitta atrogularis,subspecies,Aulacorhynchus albivitta atrogularis,,Piciformes,Ramphastidae (Toucans),lump
672475,Aulacorhynchus atrogularis atrogularis,subspecies,Aulacorhynchus albivitta atrogularis,subspecies,Aulacorhynchus albivitta atrogularis,,Piciformes,Ramphastidae (Toucans),taxonomy
488207,Aulacorhynchus coeruleicinctis,species,Aulacorhynchus coeruleicinctis,species,Aulacorhynchus coeruleicinctis,,Piciformes,Ramphastidae (Toucans),
91748,Aulacorhynchus derbianus,species,Aulacorhynchus derbianus,species,Aulacorhynchus derbianus,,Piciformes,Ramphastidae (Toucans),
488206,Aulacorhynchus haematopygus,species,Aulacorhynchus haematopygus,species,Aulacorhynchus haematopygus,,Piciformes,Ramphastidae (Toucans),
1006159,Aulacorhynchus huallagae,species,Aulacorhynchus huallagae,species,Aulacorhynchus huallagae,,Piciformes,Ramphastidae (Toucans),
57399,Aulacorhynchus prasinus,species,Aulacorhynchus prasinus,species,Aulacorhynchus prasinus,,Piciformes,Ramphastidae (Toucans),
672495,Aulacorhynchus caeruleogularis,species,Aulacorhynchus prasinus caeruleogularis,group (monotypic),Aulacorhynchus caeruleogularis,,Piciformes,Ramphastidae (Toucans),lump
945971,Aulacorhynchus caeruleogularis caeruleogularis,subspecies,Aulacorhynchus prasinus caeruleogularis,group (monotypic),Aulacorhynchus caeruleogularis,,Piciformes,Ramphastidae (Toucans),taxonomy
488208,Aulacorhynchus sulcatus,species,Aulacorhynchus sulcatus,species,Aulacorhynchus sulcatus,,Piciformes,Ramphastidae (Toucans),
283159,Pteroglossus aracari,species,Pteroglossus aracari,species,Pteroglossus aracari,,Piciformes,Ramphastidae (Toucans),
946035,Pteroglossus aracari aracari,subspecies,Pteroglossus aracari aracari,subspecies,Pteroglossus aracari aracari,,Piciformes,Ramphastidae (Toucans),
946036,Pteroglossus aracari atricollis,subspecies,Pteroglossus aracari atricollis,subspecies,Pteroglossus aracari atricollis,,Piciformes,Ramphastidae (Toucans),
390974,Pteroglossus azara,species,Pteroglossus azara,species,Pteroglossus azara,,Piciformes,Ramphastidae (Toucans),
945972,Pteroglossus azara azara,subspecies,Pteroglossus azara azara,group (monotypic),Pteroglossus azara azara,,Piciformes,Ramphastidae (Toucans),
390975,Pteroglossus azara flavirostris,subspecies,Pteroglossus azara flavirostris,group (monotypic),Pteroglossus azara flavirostris,,Piciformes,Ramphastidae (Toucans),
285008,Pteroglossus mariae,species,Pteroglossus azara mariae,group (monotypic),Pteroglossus azara mariae,,Piciformes,Ramphastidae (Toucans),lump
91763,Baillonius bailloni,species,Pteroglossus bailloni,species,Pteroglossus bailloni,,Piciformes,Ramphastidae (Toucans),taxonomy
381874,Pteroglossus bailloni,species,Pteroglossus bailloni,species,Pteroglossus bailloni,,Piciformes,Ramphastidae (Toucans),
95722,Pteroglossus beauharnaesii,species,Pteroglossus beauharnaisii,species,Pteroglossus beauharnaisii,,Piciformes,Ramphastidae (Toucans),spelling
283160,Pteroglossus bitorquatus,species,Pteroglossus bitorquatus,species,Pteroglossus bitorquatus,,Piciformes,Ramphastidae (Toucans),
946004,Pteroglossus bitorquatus reichenowi,subspecies,Pteroglossus bitorquatus reichenowi,subspecies,Pteroglossus bitorquatus reichenowi,,Piciformes,Ramphastidae (Toucans),
946003,Pteroglossus bitorquatus sturmii,subspecies,Pteroglossus bitorquatus sturmii,group (monotypic),Pteroglossus bitorquatus sturmii,,Piciformes,Ramphastidae (Toucans),
91779,Pteroglossus castanotis,species,Pteroglossus castanotis,species,Pteroglossus castanotis,,Piciformes,Ramphastidae (Toucans),
946005,Pteroglossus castanotis australis,subspecies,Pteroglossus castanotis australis,subspecies,Pteroglossus castanotis australis,,Piciformes,Ramphastidae (Toucans),
946006,Pteroglossus castanotis castanotis,subspecies,Pteroglossus castanotis castanotis,subspecies,Pteroglossus castanotis castanotis,,Piciformes,Ramphastidae (Toucans),
946033,Pteroglossus frantzii,species,Pteroglossus frantzii,species,Pteroglossus frantzii,,Piciformes,Ramphastidae (Toucans),
91792,Pteroglossus inscriptus,species,Pteroglossus inscriptus,species,Pteroglossus inscriptus,,Piciformes,Ramphastidae (Toucans),
946016,Pteroglossus inscriptus humboldti,subspecies,Pteroglossus inscriptus humboldti,group (monotypic),Pteroglossus inscriptus humboldti,,Piciformes,Ramphastidae (Toucans),
946007,Pteroglossus inscriptus inscriptus,subspecies,Pteroglossus inscriptus inscriptus,group (monotypic),Pteroglossus inscriptus inscriptus,,Piciformes,Ramphastidae (Toucans),
285009,Pteroglossus pluricinctus,species,Pteroglossus pluricinctus,species,Pteroglossus pluricinctus,,Piciformes,Ramphastidae (Toucans),
283161,Pteroglossus torquatus,species,Pteroglossus torquatus,species,Pteroglossus torquatus,,Piciformes,Ramphastidae (Toucans),
285003,Pteroglossus erythropygius,species,Pteroglossus torquatus erythropygius,group (monotypic),Pteroglossus erythropygius,,Piciformes,Ramphastidae (Toucans),taxonomy
285010,Pteroglossus sanguineus,species,Pteroglossus torquatus sanguineus,group (monotypic),Pteroglossus sanguineus,,Piciformes,Ramphastidae (Toucans),taxonomy
285011,Pteroglossus viridis,species,Pteroglossus viridis,species,Pteroglossus viridis,,Piciformes,Ramphastidae (Toucans),
322579,Ramphastos ambiguus,species,Ramphastos ambiguus,species,Ramphastos ambiguus,,Piciformes,Ramphastidae (Toucans),
669498,Ramphastos ambiguus ambiguus,subspecies,Ramphastos ambiguus ambiguus,subspecies,Ramphastos ambiguus ambiguus,,Piciformes,Ramphastidae (Toucans),
207748,Ramphastos swainsonii,species,Ramphastos ambiguus swainsonii,group (monotypic),Ramphastos swainsonii,,Piciformes,Ramphastidae (Toucans),lump
322581,Ramphastos brevis,species,Ramphastos brevis,species,Ramphastos brevis,,Piciformes,Ramphastidae (Toucans),
322580,Ramphastos dicolorus,species,Ramphastos dicolorus,species,Ramphastos dicolorus,,Piciformes,Ramphastidae (Toucans),
322582,Ramphastos sulfuratus,species,Ramphastos sulfuratus,species,Ramphastos sulfuratus,,Piciformes,Ramphastidae (Toucans),
322702,Ramphastos sulfuratus brevicarinatus,subspecies,Ramphastos sulfuratus brevicarinatus,subspecies,Ramphastos sulfuratus brevicarinatus,,Piciformes,Ramphastidae (Toucans),
322701,Ramphastos sulfuratus sulfuratus,subspecies,Ramphastos sulfuratus sulfuratus,subspecies,Ramphastos sulfuratus sulfuratus,,Piciformes,Ramphastidae (Toucans),
95723,Ramphastos toco,species,Ramphastos toco,species,Ramphastos toco,,Piciformes,Ramphastidae (Toucans),
322705,Ramphastos toco albogularis,subspecies,Ramphastos toco albogularis,subspecies,Ramphastos toco albogularis,,Piciformes,Ramphastidae (Toucans),
125240,Ramphastos tucanus,species,Ramphastos tucanus,species,Ramphastos tucanus,,Piciformes,Ramphastidae (Toucans),
91781,Ramphastos cuvieri,species,Ramphastos tucanus cuvieri,subspecies,Ramphastos cuvieri,,Piciformes,Ramphastidae (Toucans),lump
322704,Ramphastos tucanus tucanus,subspecies,Ramphastos tucanus tucanus,group (monotypic),Ramphastos tucanus tucanus,,Piciformes,Ramphastidae (Toucans),
91793,Ramphastos vitellinus,species,Ramphastos vitellinus,species,Ramphastos vitellinus,,Piciformes,Ramphastidae (Toucans),
240741,Ramphastos ariel,species,Ramphastos vitellinus ariel,group (monotypic),Ramphastos ariel,,Piciformes,Ramphastidae (Toucans),lump
672496,Ramphastos citreolaemus,species,Ramphastos vitellinus citreolaemus,group (monotypic),Ramphastos vitellinus citreolaemus,,Piciformes,Ramphastidae (Toucans),lump
283162,Ramphastos culminatus,species,Ramphastos vitellinus culminatus,subspecies,Ramphastos culminatus,,Piciformes,Ramphastidae (Toucans),lump
322700,Ramphastos vitellinus vitellinus,subspecies,Ramphastos vitellinus vitellinus,group (monotypic),Ramphastos vitellinus vitellinus,,Piciformes,Ramphastidae (Toucans),
292828,Selenidera gouldii gouldii,subspecies,Selenidera gouldii,species,Selenidera gouldii,,Piciformes,Ramphastidae (Toucans),split
91783,Selenidera gouldii,species,Selenidera gouldii,species,Selenidera gouldii,,Piciformes,Ramphastidae (Toucans),
95724,Selenidera maculirostris,species,Selenidera maculirostris,species,Selenidera maculirostris,,Piciformes,Ramphastidae (Toucans),
1367502,Selenidera nattereri,species,Selenidera nattereri,species,Selenidera nattereri,,Piciformes,Ramphastidae (Toucans),
1367499,Selenidera piperivora,species,Selenidera piperivora,species,Selenidera piperivora,,Piciformes,Ramphastidae (Toucans),
240743,Selenidera reinwardtii,species,Selenidera reinwardtii,species,Selenidera reinwardtii,,Piciformes,Ramphastidae (Toucans),
1367510,Selenidera reinwardtii reinwardtii,subspecies,Selenidera reinwardtii reinwardtii,group (monotypic),Selenidera reinwardtii reinwardtii,,Piciformes,Ramphastidae (Toucans),
91795,Selenidera spectabilis,species,Selenidera spectabilis,species,Selenidera spectabilis,,Piciformes,Ramphastidae (Toucans),
91796,Semnornis frantzii,species,Semnornis frantzii,species,Semnornis frantzii,,Piciformes,Semnornithidae (Toucan-Barbets),
91785,Semnornis ramphastinus,species,Semnornis ramphastinus,species,Semnornis ramphastinus,,Piciformes,Semnornithidae (Toucan-Barbets),
190660,Aechmophorus clarkii,species,Aechmophorus clarkii,species,Aechmophorus clarkii,,Podicipediformes,Podicipedidae (Grebes),
57236,Aechmophorus occidentalis,species,Aechmophorus occidentalis,species,Aechmophorus occidentalis,,Podicipediformes,Podicipedidae (Grebes),
37050,Podiceps auritus,species,Podiceps auritus,species,Podiceps auritus,,Podicipediformes,Podicipedidae (Grebes),
345573,Podiceps cristatus,species,Podiceps cristatus,species,Podiceps cristatus,,Podicipediformes,Podicipedidae (Grebes),
555329,Podiceps gallardoi,species,Podiceps gallardoi,species,Podiceps gallardoi,,Podicipediformes,Podicipedidae (Grebes),
80367,Podiceps grisegena,species,Podiceps grisegena,species,Podiceps grisegena,,Podicipediformes,Podicipedidae (Grebes),
555330,Podiceps major,species,Podiceps major,species,Podiceps major,,Podicipediformes,Podicipedidae (Grebes),
85099,Podiceps nigricollis,species,Podiceps nigricollis,species,Podiceps nigricollis,,Podicipediformes,Podicipedidae (Grebes),
9252,Podilymbus podiceps,species,Podilymbus podiceps,species,Podilymbus podiceps,,Podicipediformes,Podicipedidae (Grebes),
2497798,Poliocephalus rufopectus,species,Poliocephalus rufopectus,species,Poliocephalus rufopectus,,Podicipediformes,Podicipedidae (Grebes),
555340,Rollandia rolland,species,Rollandia rolland,species,Rollandia rolland,,Podicipediformes,Podicipedidae (Grebes),
342693,Tachybaptus dominicus,species,Tachybaptus dominicus,species,Tachybaptus dominicus,,Podicipediformes,Podicipedidae (Grebes),
342690,Tachybaptus novaehollandiae,species,Tachybaptus novaehollandiae,species,Tachybaptus novaehollandiae,,Podicipediformes,Podicipedidae (Grebes),
100828,Tachybaptus ruficollis,species,Tachybaptus ruficollis,species,Tachybaptus ruficollis,,Podicipediformes,Podicipedidae (Grebes),
1333623,Tachybaptus ruficollis ruficollis,subspecies,Tachybaptus ruficollis ruficollis,subspecies,Tachybaptus ruficollis ruficollis,,Podicipediformes,Podicipedidae (Grebes),
37070,Diomedea epomophora,species,Diomedea epomophora,species,Diomedea epomophora,,Procellariiformes,Diomedeidae (Albatrosses),
46547,Diomedea epomophora sanfordi,subspecies,Diomedea epomophora sanfordi,group (monotypic),Diomedea sanfordi,,Procellariiformes,Diomedeidae (Albatrosses),
46550,Diomedea exulans,species,Diomedea exulans,species,Diomedea exulans,,Procellariiformes,Diomedeidae (Albatrosses),
46552,Diomedea amsterdamensis,species,Diomedea exulans amsterdamensis,group (monotypic),Diomedea amsterdamensis,,Procellariiformes,Diomedeidae (Albatrosses),lump
79623,Diomedea antipodensis,species,Diomedea exulans antipodensis,group (monotypic),Diomedea antipodensis,,Procellariiformes,Diomedeidae (Albatrosses),lump
198596,Diomedea dabbenena,species,Diomedea exulans dabbenena,group (monotypic),Diomedea dabbenena,,Procellariiformes,Diomedeidae (Albatrosses),lump
79624,Diomedea chionoptera,species,Diomedea exulans exulans,group (monotypic),Diomedea exulans,,Procellariiformes,Diomedeidae (Albatrosses),lump
79625,Diomedea gibsoni,species,Diomedea exulans gibsoni,group (monotypic),Diomedea exulans gibsoni,,Procellariiformes,Diomedeidae (Albatrosses),lump
54023,Phoebastria albatrus,species,Phoebastria albatrus,species,Phoebastria albatrus,,Procellariiformes,Diomedeidae (Albatrosses),
54020,Phoebastria immutabilis,species,Phoebastria immutabilis,species,Phoebastria immutabilis,,Procellariiformes,Diomedeidae (Albatrosses),
54022,Phoebastria irrorata,species,Phoebastria irrorata,species,Phoebastria irrorata,,Procellariiformes,Diomedeidae (Albatrosses),
298345,Phoebastria nihonus,species,Phoebastria nigripes,species,Phoebastria nigripes,,Procellariiformes,Diomedeidae (Albatrosses),taxonomy
54021,Phoebastria nigripes,species,Phoebastria nigripes,species,Phoebastria nigripes,,Procellariiformes,Diomedeidae (Albatrosses),
46544,Phoebetria fusca,species,Phoebetria fusca,species,Phoebetria fusca,,Procellariiformes,Diomedeidae (Albatrosses),
46545,Phoebetria palpebrata,species,Phoebetria palpebrata,species,Phoebetria palpebrata,,Procellariiformes,Diomedeidae (Albatrosses),
54018,Thalassarche bulleri,species,Thalassarche bulleri,species,Thalassarche bulleri,,Procellariiformes,Diomedeidae (Albatrosses),
46546,Thalassarche bulleri bulleri,subspecies,Thalassarche bulleri bulleri,subspecies,Thalassarche bulleri bulleri,,Procellariiformes,Diomedeidae (Albatrosses),
457563,Thalassarche bulleri platei,subspecies,Thalassarche bulleri platei,subspecies,Thalassarche bulleri platei,,Procellariiformes,Diomedeidae (Albatrosses),
54024,Thalassarche cauta,species,Thalassarche cauta,species,Thalassarche cauta,,Procellariiformes,Diomedeidae (Albatrosses),
54028,Thalassarche cauta cauta,subspecies,Thalassarche cauta cauta,group (monotypic),Thalassarche cauta cauta,,Procellariiformes,Diomedeidae (Albatrosses),
329931,Thalassarche steadi,species,Thalassarche cauta steadi,group (monotypic),Thalassarche cauta steadi,,Procellariiformes,Diomedeidae (Albatrosses),lump
54017,Thalassarche chlororhynchos,species,Thalassarche chlororhynchos,species,Thalassarche chlororhynchos,,Procellariiformes,Diomedeidae (Albatrosses),
79644,Thalassarche carteri,species,Thalassarche chlororhynchos carteri,group (monotypic),Thalassarche carteri,,Procellariiformes,Diomedeidae (Albatrosses),lump
54027,Thalassarche chlororhynchos chlororhynchos,subspecies,Thalassarche chlororhynchos chlororhynchos,group (monotypic),Thalassarche chlororhynchos chlororhynchos,,Procellariiformes,Diomedeidae (Albatrosses),
54025,Thalassarche chrysostoma,species,Thalassarche chrysostoma,species,Thalassarche chrysostoma,,Procellariiformes,Diomedeidae (Albatrosses),
79645,Thalassarche eremita,species,Thalassarche eremita,species,Thalassarche eremita,,Procellariiformes,Diomedeidae (Albatrosses),
54026,Thalassarche melanophris,species,Thalassarche melanophris,species,Thalassarche melanophris,,Procellariiformes,Diomedeidae (Albatrosses),
79646,Thalassarche impavida,species,Thalassarche melanophris impavida,group (monotypic),Thalassarche impavida,,Procellariiformes,Diomedeidae (Albatrosses),lump
54029,Thalassarche melanophrys melanophrys,subspecies,Thalassarche melanophris melanophris,group (monotypic),Thalassarche melanophris melanophris,,Procellariiformes,Diomedeidae (Albatrosses),taxonomy
79647,Thalassarche salvini,species,Thalassarche salvini,species,Thalassarche salvini,,Procellariiformes,Diomedeidae (Albatrosses),
126871,Oceanodroma castro,species,Hydrobates castro,species,Hydrobates castro,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1916094,Oceanodroma cheimomnestes,species,Hydrobates cheimomnestes,species,Hydrobates cheimomnestes,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79631,Oceanodroma furcata,species,Hydrobates furcatus,species,Hydrobates furcatus,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
344230,Oceanodroma furcata furcata,subspecies,Hydrobates furcatus furcatus,subspecies,Hydrobates furcatus furcatus,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1916096,Oceanodroma furcata plumbea,subspecies,Hydrobates furcatus plumbeus,subspecies,Hydrobates furcatus plumbeus,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
126866,Oceanodroma homochroa,species,Hydrobates homochroa,species,Hydrobates homochroa,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1757961,Oceanodroma hornbyi,species,Hydrobates hornbyi,species,Hydrobates hornbyi,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1915422,Oceanodroma jabejabe,species,Hydrobates jabejabe,species,Hydrobates jabejabe,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
52124,Oceanodroma leucorhoa,species,Hydrobates leucorhous,species,Hydrobates leucorhous,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1757960,Oceanodroma leucorhoa chapmani,subspecies,Hydrobates leucorhous chapmani,group (monotypic),Hydrobates leucorhous chapmani,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1916093,Oceanodroma leucorhoa leucorhoa,subspecies,Hydrobates leucorhous leucorhous,group (monotypic),Hydrobates leucorhous leucorhous,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1757959,Oceanodroma markhami,species,Hydrobates markhami,species,Hydrobates markhami,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1381583,Oceanodroma matsudairae,species,Hydrobates matsudairae,species,Hydrobates matsudairae,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79632,Oceanodroma melania,species,Hydrobates melania,species,Hydrobates melania,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79657,Oceanodroma microsoma,species,Hydrobates microsoma,species,Hydrobates microsoma,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1742756,Oceanodroma monorhis,species,Hydrobates monorhis,species,Hydrobates monorhis,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1200804,Oceanodroma monteiroi,species,Hydrobates monteiroi,species,Hydrobates monteiroi,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79651,Hydrobates pelagicus,species,Hydrobates pelagicus,species,Hydrobates pelagicus,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),
1916119,Hydrobates pelagicus melitensis,subspecies,Hydrobates pelagicus melitensis,group (monotypic),Hydrobates pelagicus melitensis,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),
1916118,Hydrobates pelagicus pelagicus,subspecies,Hydrobates pelagicus pelagicus,group (monotypic),Hydrobates pelagicus pelagicus,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),
1916084,Oceanodroma socorroensis,species,Hydrobates socorroensis,species,Hydrobates socorroensis,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
79633,Oceanodroma tethys,species,Hydrobates tethys,species,Hydrobates tethys,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1757958,Oceanodroma tethys kelsalli,subspecies,Hydrobates tethys kelsalli,subspecies,Hydrobates tethys kelsalli,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
1916095,Oceanodroma tethys tethys,subspecies,Hydrobates tethys tethys,subspecies,Hydrobates tethys tethys,,Procellariiformes,Hydrobatidae (Northern Storm-Petrels),taxonomy
