Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
218,Penelope_superciliaris,Cracidae,Galliformes,AVIBASE-28799734,Cracidae,57,Cracidae,47,0.82,,
219,Penelope_marail,Cracidae,Galliformes,AVIBASE-B08C691D,Cracidae,57,Cracidae,47,0.82,,
220,Penelope_argyrotis,Cracidae,Galliformes,AVIBASE-540D21F5,Cracidae,57,Cracidae,47,0.82,,
221,Penelope_albipennis,Cracidae,Galliformes,AVIBASE-D10D229A,Cracidae,57,Cracidae,47,0.82,,
222,Penelope_montagnii,Cracidae,Galliformes,AVIBASE-6CF279AC,Cracidae,57,Cracidae,47,0.82,,
223,Penelope_dabbenei,Cracidae,Galliformes,AVIBASE-D3E64B50,Cracidae,57,Cracidae,47,0.82,,
224,Penelope_jacquacu,Cracidae,Galliformes,AVIBASE-1D1EDAF0,Cracidae,57,Cracidae,47,0.82,,
225,Oreophasis_derbianus,Cracidae,Galliformes,AVIBASE-9584A5CA,Cracidae,57,Cracidae,47,0.82,,
226,Ortalis_leucogastra,Cracidae,Galliformes,AVIBASE-36D6CAB7,Cracidae,57,Cracidae,47,0.82,,
227,Ortalis_vetula,Cracidae,Galliformes,AVIBASE-F4F49CCB,Cracidae,57,Cracidae,47,0.82,,
228,Ortalis_poliocephala,Cracidae,Galliformes,AVIBASE-98FC9EB9,Cracidae,57,Cracidae,47,0.82,,
229,Ortalis_cinereiceps,Cracidae,Galliformes,AVIBASE-3760C5DC,Cracidae,57,Cracidae,47,0.82,,
230,Ortalis_wagleri,Cracidae,Galliformes,AVIBASE-1C856C25,Cracidae,57,Cracidae,47,0.82,,
231,Ortalis_erythroptera,Cracidae,Galliformes,AVIBASE-7B8E0E0F,Cracidae,57,Cracidae,47,0.82,,
232,Ortalis_motmot,Cracidae,Galliformes,AVIBASE-E0BC6A2E,Cracidae,57,Cracidae,47,0.82,,
233,Ortalis_canicollis,Cracidae,Galliformes,AVIBASE-497B576C,Cracidae,57,Cracidae,47,0.82,,
234,Ortalis_guttata,Cracidae,Galliformes,AVIBASE-3BA3E03E,Cracidae,57,Cracidae,47,0.82,,
235,Ortalis_garrula,Cracidae,Galliformes,AVIBASE-B679EB0C,Cracidae,57,Cracidae,47,0.82,,
236,Ortalis_ruficauda,Cracidae,Galliformes,AVIBASE-E6447877,Cracidae,57,Cracidae,47,0.82,,
237,Pauxi_pauxi,Cracidae,Galliformes,AVIBASE-04689F34,Cracidae,57,Cracidae,47,0.82,,
238,Nothocrax_urumutum,Cracidae,Galliformes,AVIBASE-B4CC6C9F,Cracidae,57,Cracidae,47,0.82,,
239,Mitu_mitu,Cracidae,Galliformes,AVIBASE-333D3213,Cracidae,57,Cracidae,47,0.82,,
240,Mitu_tomentosum,Cracidae,Galliformes,AVIBASE-5C20314D,Cracidae,57,Cracidae,47,0.82,,
241,Mitu_salvini,Cracidae,Galliformes,AVIBASE-D24A7EA3,Cracidae,57,Cracidae,47,0.82,,
242,Pauxi_unicornis,Cracidae,Galliformes,AVIBASE-FB925C9B,Cracidae,57,Cracidae,47,0.82,,
243,Mitu_tuberosum,Cracidae,Galliformes,AVIBASE-303C9D79,Cracidae,57,Cracidae,47,0.82,,
244,Crax_rubra,Cracidae,Galliformes,AVIBASE-BA8A14D2,Cracidae,57,Cracidae,47,0.82,,
245,Crax_daubentoni,Cracidae,Galliformes,AVIBASE-0A74C21D,Cracidae,57,Cracidae,47,0.82,,
246,Crax_alberti,Cracidae,Galliformes,AVIBASE-9260D3DD,Cracidae,57,Cracidae,47,0.82,,
247,Crax_globulosa,Cracidae,Galliformes,AVIBASE-E3180F5D,Cracidae,57,Cracidae,47,0.82,,
248,Crax_blumenbachii,Cracidae,Galliformes,AVIBASE-CB3380D4,Cracidae,57,Cracidae,47,0.82,,
249,Crax_fasciolata,Cracidae,Galliformes,AVIBASE-120F52B3,Cracidae,57,Cracidae,47,0.82,,
250,Crax_alector,Cracidae,Galliformes,AVIBASE-16A1A2B1,Cracidae,57,Cracidae,47,0.82,,
251,Numida_meleagris,Numididae,Galliformes,AVIBASE-1044B438,Numididae,8,Numididae,6,0.75,,
252,Agelastes_niger,Numididae,Galliformes,AVIBASE-38193321,Numididae,8,Numididae,6,0.75,,
253,Guttera_plumifera,Numididae,Galliformes,AVIBASE-374253A6,Numididae,8,Numididae,6,0.75,,
254,Guttera_pucherani,Numididae,Galliformes,AVIBASE-D5813CA4,Numididae,8,Numididae,6,0.75,,
255,Acryllium_vulturinum,Numididae,Galliformes,AVIBASE-F7A3FA35,Numididae,8,Numididae,6,0.75,,
256,Agelastes_meleagrides,Numididae,Galliformes,AVIBASE-E0EE1B89,Numididae,8,Numididae,6,0.75,,
257,Ptilopachus_nahani,Odontophoridae,Galliformes,AVIBASE-07A42F4E,Odontophoridae,2,Odontophoridae,2,1.00,,
258,Ptilopachus_petrosus,Odontophoridae,Galliformes,AVIBASE-57B05159,Odontophoridae,2,Odontophoridae,2,1.00,,
259,Rhynchortyx_cinctus,Odontophoridae,Galliformes,AVIBASE-8A792FFC,Odontophoridae,31,Odontophoridae,30,0.97,,
260,Oreortyx_pictus,Odontophoridae,Galliformes,AVIBASE-171E91FF,Odontophoridae,31,Odontophoridae,30,0.97,,
261,Dendrortyx_macroura,Odontophoridae,Galliformes,AVIBASE-B6A6A4A0,Odontophoridae,31,Odontophoridae,30,0.97,,
262,Dendrortyx_leucophrys,Odontophoridae,Galliformes,AVIBASE-AF3E329B,Odontophoridae,31,Odontophoridae,30,0.97,,
263,Dendrortyx_barbatus,Odontophoridae,Galliformes,AVIBASE-B2082233,Odontophoridae,31,Odontophoridae,30,0.97,,
264,Philortyx_fasciatus,Odontophoridae,Galliformes,AVIBASE-4DE41E52,Odontophoridae,31,Odontophoridae,30,0.97,,
265,Callipepla_californica,Odontophoridae,Galliformes,AVIBASE-F93AC929,Odontophoridae,31,Odontophoridae,30,0.97,,
266,Callipepla_gambelii,Odontophoridae,Galliformes,AVIBASE-C1ED9F86,Odontophoridae,31,Odontophoridae,30,0.97,,
267,Callipepla_squamata,Odontophoridae,Galliformes,AVIBASE-C46EEE59,Odontophoridae,31,Odontophoridae,30,0.97,,
268,Callipepla_douglasii,Odontophoridae,Galliformes,AVIBASE-71FBF8D4,Odontophoridae,31,Odontophoridae,30,0.97,,
269,Colinus_virginianus,Odontophoridae,Galliformes,AVIBASE-91CCBC71,Odontophoridae,31,Odontophoridae,30,0.97,,
270,Colinus_nigrogularis,Odontophoridae,Galliformes,AVIBASE-2F9C259A,Odontophoridae,31,Odontophoridae,30,0.97,,
271,Colinus_leucopogon,Odontophoridae,Galliformes,AVIBASE-E1CB174C,Odontophoridae,31,Odontophoridae,30,0.97,,birdlife-avonet synonymy
272,Colinus_cristatus,Odontophoridae,Galliformes,AVIBASE-C5B72F4E,Odontophoridae,31,Odontophoridae,30,0.97,,
273,Cyrtonyx_ocellatus,Odontophoridae,Galliformes,AVIBASE-A5DA64FF,Odontophoridae,31,Odontophoridae,30,0.97,,
274,Cyrtonyx_montezumae,Odontophoridae,Galliformes,AVIBASE-6A641ED7,Odontophoridae,31,Odontophoridae,30,0.97,,
275,Dactylortyx_thoracicus,Odontophoridae,Galliformes,AVIBASE-CDF3BB98,Odontophoridae,31,Odontophoridae,30,0.97,,
276,Odontophorus_gujanensis,Odontophoridae,Galliformes,AVIBASE-B41E681C,Odontophoridae,31,Odontophoridae,30,0.97,,
277,Odontophorus_stellatus,Odontophoridae,Galliformes,AVIBASE-B2112708,Odontophoridae,31,Odontophoridae,30,0.97,,
278,Odontophorus_capueira,Odontophoridae,Galliformes,AVIBASE-46499ABF,Odontophoridae,31,Odontophoridae,30,0.97,,
279,Odontophorus_melanotis,Odontophoridae,Galliformes,AVIBASE-DE957D9D,Odontophoridae,31,Odontophoridae,30,0.97,,
280,Odontophorus_erythrops,Odontophoridae,Galliformes,AVIBASE-DCE5A946,Odontophoridae,31,Odontophoridae,30,0.97,,
281,Odontophorus_guttatus,Odontophoridae,Galliformes,AVIBASE-B0E77189,Odontophoridae,31,Odontophoridae,30,0.97,,
282,Odontophorus_balliviani,Odontophoridae,Galliformes,AVIBASE-80200CD9,Odontophoridae,31,Odontophoridae,30,0.97,,
283,Odontophorus_speciosus,Odontophoridae,Galliformes,AVIBASE-F761F6C4,Odontophoridae,31,Odontophoridae,30,0.97,,
284,Odontophorus_strophium,Odontophoridae,Galliformes,AVIBASE-744EE96B,Odontophoridae,31,Odontophoridae,30,0.97,,
285,Odontophorus_columbianus,Odontophoridae,Galliformes,AVIBASE-062EC06C,Odontophoridae,31,Odontophoridae,30,0.97,,
286,Odontophorus_leucolaemus,Odontophoridae,Galliformes,AVIBASE-C874DFDD,Odontophoridae,31,Odontophoridae,30,0.97,,
287,Odontophorus_hyperythrus,Odontophoridae,Galliformes,AVIBASE-D8BFC2F1,Odontophoridae,31,Odontophoridae,30,0.97,,
288,Odontophorus_melanonotus,Odontophoridae,Galliformes,AVIBASE-344EF5E2,Odontophoridae,31,Odontophoridae,30,0.97,,
289,Xenoperdix_obscuratus,Phasianidae,Galliformes,AVIBASE-8B6A58BE,Phasianidae,186,Phasianidae,160,0.86,,
290,Xenoperdix_udzungwensis,Phasianidae,Galliformes,AVIBASE-58A666ED,Phasianidae,186,Phasianidae,160,0.86,,
291,Caloperdix_oculeus,Phasianidae,Galliformes,AVIBASE-E0593077,Phasianidae,186,Phasianidae,160,0.86,,
292,Melanoperdix_niger,Phasianidae,Galliformes,AVIBASE-7B454390,Phasianidae,186,Phasianidae,160,0.86,,
293,Rollulus_rouloul,Phasianidae,Galliformes,AVIBASE-90324456,Phasianidae,186,Phasianidae,160,0.86,,
294,Arborophila_gingica,Phasianidae,Galliformes,AVIBASE-B4C3A84F,Phasianidae,186,Phasianidae,160,0.86,,
295,Arborophila_rufogularis,Phasianidae,Galliformes,AVIBASE-5CEEFC64,Phasianidae,186,Phasianidae,160,0.86,,
296,Arborophila_rufipectus,Phasianidae,Galliformes,AVIBASE-53A3FEBE,Phasianidae,186,Phasianidae,160,0.86,,
297,Arborophila_torqueola,Phasianidae,Galliformes,AVIBASE-E74469BF,Phasianidae,186,Phasianidae,160,0.86,,
298,Arborophila_crudigularis,Phasianidae,Galliformes,AVIBASE-CBDF02F0,Phasianidae,186,Phasianidae,160,0.86,,
299,Arborophila_ardens,Phasianidae,Galliformes,AVIBASE-629D76CA,Phasianidae,186,Phasianidae,160,0.86,,
300,Arborophila_brunneopectus,Phasianidae,Galliformes,AVIBASE-B05BB149,Phasianidae,186,Phasianidae,160,0.86,,
301,Arborophila_atrogularis,Phasianidae,Galliformes,AVIBASE-65723342,Phasianidae,186,Phasianidae,160,0.86,,
302,Arborophila_javanica,Phasianidae,Galliformes,AVIBASE-D0F51293,Phasianidae,186,Phasianidae,160,0.86,,
303,Lerwa_lerwa,Phasianidae,Galliformes,AVIBASE-AEC62A99,Phasianidae,186,Phasianidae,160,0.86,,
304,Ithaginis_cruentus,Phasianidae,Galliformes,AVIBASE-FFF63987,Phasianidae,186,Phasianidae,160,0.86,,
305,Tragopan_temminckii,Phasianidae,Galliformes,AVIBASE-5DDD7AA1,Phasianidae,186,Phasianidae,160,0.86,,
306,Tragopan_caboti,Phasianidae,Galliformes,AVIBASE-0D009C55,Phasianidae,186,Phasianidae,160,0.86,,
307,Tragopan_satyra,Phasianidae,Galliformes,AVIBASE-FB26CE58,Phasianidae,186,Phasianidae,160,0.86,,
308,Tragopan_blythii,Phasianidae,Galliformes,AVIBASE-528CC7C2,Phasianidae,186,Phasianidae,160,0.86,,
309,Tetraophasis_szechenyii,Phasianidae,Galliformes,AVIBASE-D839DB1A,Phasianidae,186,Phasianidae,160,0.86,,
310,Tetraophasis_obscurus,Phasianidae,Galliformes,AVIBASE-B04F04D6,Phasianidae,186,Phasianidae,160,0.86,,
311,Lophophorus_impejanus,Phasianidae,Galliformes,AVIBASE-F57FA437,Phasianidae,186,Phasianidae,160,0.86,,
312,Lophophorus_sclateri,Phasianidae,Galliformes,AVIBASE-298DEB8C,Phasianidae,186,Phasianidae,160,0.86,,
313,Lophophorus_lhuysii,Phasianidae,Galliformes,AVIBASE-583D3E97,Phasianidae,186,Phasianidae,160,0.86,,
314,Rhizothera_longirostris,Phasianidae,Galliformes,AVIBASE-826B36EC,Phasianidae,186,Phasianidae,160,0.86,,
315,Pucrasia_macrolopha,Phasianidae,Galliformes,AVIBASE-6383E214,Phasianidae,186,Phasianidae,160,0.86,,
316,Meleagris_gallopavo,Phasianidae,Galliformes,AVIBASE-9C5ED06A,Phasianidae,186,Phasianidae,160,0.86,,
317,Meleagris_ocellata,Phasianidae,Galliformes,AVIBASE-729BEC33,Phasianidae,186,Phasianidae,160,0.86,,
318,Bonasa_umbellus,Phasianidae,Galliformes,AVIBASE-6D2B5CDA,Phasianidae,186,Phasianidae,160,0.86,,
319,Tetrastes_sewerzowi,Phasianidae,Galliformes,AVIBASE-05BEE346,Phasianidae,186,Phasianidae,160,0.86,,
320,Tetrastes_bonasia,Phasianidae,Galliformes,AVIBASE-B8CA2EEB,Phasianidae,186,Phasianidae,160,0.86,,
321,Centrocercus_minimus,Phasianidae,Galliformes,AVIBASE-7071D403,Phasianidae,186,Phasianidae,160,0.86,,
322,Centrocercus_urophasianus,Phasianidae,Galliformes,AVIBASE-B7E467E2,Phasianidae,186,Phasianidae,160,0.86,,
323,Dendragapus_obscurus,Phasianidae,Galliformes,AVIBASE-A55D83A9,Phasianidae,186,Phasianidae,160,0.86,,
324,Dendragapus_fuliginosus,Phasianidae,Galliformes,AVIBASE-E4A5B66A,Phasianidae,186,Phasianidae,160,0.86,,
325,Tympanuchus_phasianellus,Phasianidae,Galliformes,AVIBASE-861CBBDA,Phasianidae,186,Phasianidae,160,0.86,,
326,Tympanuchus_pallidicinctus,Phasianidae,Galliformes,AVIBASE-CFFD1491,Phasianidae,186,Phasianidae,160,0.86,,
327,Tympanuchus_cupido,Phasianidae,Galliformes,AVIBASE-F59448B7,Phasianidae,186,Phasianidae,160,0.86,,
328,Lagopus_leucura,Phasianidae,Galliformes,AVIBASE-C53F4940,Phasianidae,186,Phasianidae,160,0.86,,
329,Lagopus_lagopus,Phasianidae,Galliformes,AVIBASE-FC3D07C6,Phasianidae,186,Phasianidae,160,0.86,,
330,Lagopus_muta,Phasianidae,Galliformes,AVIBASE-79B161B7,Phasianidae,186,Phasianidae,160,0.86,,
331,Falcipennis_falcipennis,Phasianidae,Galliformes,AVIBASE-1522E139,Phasianidae,186,Phasianidae,160,0.86,,
332,Falcipennis_canadensis,Phasianidae,Galliformes,AVIBASE-81881027,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
333,Tetrao_urogalloides,Phasianidae,Galliformes,AVIBASE-117B6909,Phasianidae,186,Phasianidae,160,0.86,,
334,Tetrao_urogallus,Phasianidae,Galliformes,AVIBASE-C3221EE2,Phasianidae,186,Phasianidae,160,0.86,,
335,Lyrurus_tetrix,Phasianidae,Galliformes,AVIBASE-D4441CD6,Phasianidae,186,Phasianidae,160,0.86,,
336,Lyrurus_mlokosiewiczi,Phasianidae,Galliformes,AVIBASE-4ACE5613,Phasianidae,186,Phasianidae,160,0.86,,
337,Perdix_hodgsoniae,Phasianidae,Galliformes,AVIBASE-ABB81DC6,Phasianidae,186,Phasianidae,160,0.86,,
338,Perdix_perdix,Phasianidae,Galliformes,AVIBASE-C013A20E,Phasianidae,186,Phasianidae,160,0.86,,
339,Perdix_dauurica,Phasianidae,Galliformes,AVIBASE-0923A272,Phasianidae,186,Phasianidae,160,0.86,,
340,Syrmaticus_soemmerringii,Phasianidae,Galliformes,AVIBASE-0C641DC5,Phasianidae,186,Phasianidae,160,0.86,,
341,Syrmaticus_reevesii,Phasianidae,Galliformes,AVIBASE-94785AFF,Phasianidae,186,Phasianidae,160,0.86,,
342,Syrmaticus_mikado,Phasianidae,Galliformes,AVIBASE-8DE17149,Phasianidae,186,Phasianidae,160,0.86,,
343,Syrmaticus_humiae,Phasianidae,Galliformes,AVIBASE-FAF7DC71,Phasianidae,186,Phasianidae,160,0.86,,
344,Syrmaticus_ellioti,Phasianidae,Galliformes,AVIBASE-117C0DDF,Phasianidae,186,Phasianidae,160,0.86,,
345,Chrysolophus_amherstiae,Phasianidae,Galliformes,AVIBASE-DDF032E8,Phasianidae,186,Phasianidae,160,0.86,,
346,Chrysolophus_pictus,Phasianidae,Galliformes,AVIBASE-093AC1FC,Phasianidae,186,Phasianidae,160,0.86,,
347,Phasianus_versicolor,Phasianidae,Phasianidae,AVIBASE-22C500C0,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
348,Phasianus_colchicus,Phasianidae,Galliformes,AVIBASE-4B9EEF56,Phasianidae,186,Phasianidae,160,0.86,,
349,Catreus_wallichii,Phasianidae,Galliformes,AVIBASE-BCF98F51,Phasianidae,186,Phasianidae,160,0.86,,
350,Crossoptilon_mantchuricum,Phasianidae,Galliformes,AVIBASE-3AE74F1C,Phasianidae,186,Phasianidae,160,0.86,,
351,Crossoptilon_auritum,Phasianidae,Galliformes,AVIBASE-B3777B6C,Phasianidae,186,Phasianidae,160,0.86,,
352,Crossoptilon_crossoptilon,Phasianidae,Galliformes,AVIBASE-D39EDBF1,Phasianidae,186,Phasianidae,160,0.86,,
353,Crossoptilon_harmani,Phasianidae,Galliformes,AVIBASE-23937719,Phasianidae,186,Phasianidae,160,0.86,,
354,Lophura_swinhoii,Phasianidae,Galliformes,AVIBASE-1EFA9BD0,Phasianidae,186,Phasianidae,160,0.86,,
355,Lophura_edwardsi,Phasianidae,Galliformes,AVIBASE-7F93B067,Phasianidae,186,Phasianidae,160,0.86,,
356,Lophura_bulweri,Phasianidae,Galliformes,AVIBASE-2CE71349,Phasianidae,186,Phasianidae,160,0.86,,
357,Lophura_nycthemera,Phasianidae,Galliformes,AVIBASE-D793F5FE,Phasianidae,186,Phasianidae,160,0.86,,
358,Lophura_leucomelanos,Phasianidae,Galliformes,AVIBASE-93A17734,Phasianidae,186,Phasianidae,160,0.86,,
359,Lophura_erythrophthalma,Phasianidae,Galliformes,AVIBASE-AEC9C65A,Phasianidae,186,Phasianidae,160,0.86,,
360,Lophura_diardi,Phasianidae,Galliformes,AVIBASE-6805AC5A,Phasianidae,186,Phasianidae,160,0.86,,
361,Lophura_ignita,Phasianidae,Galliformes,AVIBASE-0725C887,Phasianidae,186,Phasianidae,160,0.86,,
362,Lophura_inornata,Phasianidae,Galliformes,AVIBASE-0C6585C7,Phasianidae,186,Phasianidae,160,0.86,,
363,Rheinardia_ocellata,Phasianidae,Galliformes,AVIBASE-376C01A5,Phasianidae,186,Phasianidae,160,0.86,,
364,Argusianus_argus,Phasianidae,Galliformes,AVIBASE-F9F6A725,Phasianidae,186,Phasianidae,160,0.86,,
365,Afropavo_congensis,Phasianidae,Galliformes,AVIBASE-E9125492,Phasianidae,186,Phasianidae,160,0.86,,
366,Pavo_cristatus,Phasianidae,Galliformes,AVIBASE-A8C34DC9,Phasianidae,186,Phasianidae,160,0.86,,
367,Pavo_muticus,Phasianidae,Galliformes,AVIBASE-990B9171,Phasianidae,186,Phasianidae,160,0.86,,
368,Arborophila_chloropus,Phasianidae,Galliformes,AVIBASE-139AE3CD,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
369,Arborophila_charltonii,Phasianidae,Galliformes,AVIBASE-E9C99FD7,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
370,Haematortyx_sanguiniceps,Phasianidae,Galliformes,AVIBASE-53F470C0,Phasianidae,186,Phasianidae,160,0.86,,
371,Galloperdix_lunulata,Phasianidae,Galliformes,AVIBASE-3A5DB01C,Phasianidae,186,Phasianidae,160,0.86,,
372,Galloperdix_spadicea,Phasianidae,Galliformes,AVIBASE-730665C1,Phasianidae,186,Phasianidae,160,0.86,,
373,Polyplectron_napoleonis,Phasianidae,Galliformes,AVIBASE-A71A69A5,Phasianidae,186,Phasianidae,160,0.86,,
374,Polyplectron_schleiermacheri,Phasianidae,Galliformes,AVIBASE-2F560EC7,Phasianidae,186,Phasianidae,160,0.86,,
375,Polyplectron_malacense,Phasianidae,Galliformes,AVIBASE-DBFC1B0C,Phasianidae,186,Phasianidae,160,0.86,,
376,Polyplectron_katsumatae,Phasianidae,Galliformes,AVIBASE-F6DD2F7E,Phasianidae,186,Phasianidae,160,0.86,,
377,Polyplectron_germaini,Phasianidae,Galliformes,AVIBASE-9BB6A6B4,Phasianidae,186,Phasianidae,160,0.86,,
378,Polyplectron_bicalcaratum,Phasianidae,Galliformes,AVIBASE-824E5471,Phasianidae,186,Phasianidae,160,0.86,,
379,Polyplectron_chalcurum,Phasianidae,Galliformes,AVIBASE-BC793E06,Phasianidae,186,Phasianidae,160,0.86,,
380,Polyplectron_inopinatum,Phasianidae,Galliformes,AVIBASE-B79C272A,Phasianidae,186,Phasianidae,160,0.86,,
381,Bambusicola_fytchii,Phasianidae,Galliformes,AVIBASE-A070B7F4,Phasianidae,186,Phasianidae,160,0.86,,
382,Bambusicola_thoracicus,Phasianidae,Galliformes,AVIBASE-59ECAD9D,Phasianidae,186,Phasianidae,160,0.86,,
383,Gallus_varius,Phasianidae,Galliformes,AVIBASE-BEA427FB,Phasianidae,186,Phasianidae,160,0.86,,
384,Gallus_gallus,Phasianidae,Galliformes,AVIBASE-3749777E,Phasianidae,186,Phasianidae,160,0.86,,
385,Gallus_lafayettii,Phasianidae,Galliformes,AVIBASE-E91A2FA8,Phasianidae,186,Phasianidae,160,0.86,,
386,Gallus_sonneratii,Phasianidae,Galliformes,AVIBASE-444C1F4D,Phasianidae,186,Phasianidae,160,0.86,,
387,Peliperdix_lathami,Phasianidae,Galliformes,AVIBASE-E11585DB,Phasianidae,186,Phasianidae,160,0.86,,
388,Dendroperdix_sephaena,Phasianidae,Galliformes,AVIBASE-8004C7E5,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
389,Francolinus_gularis,Phasianidae,Galliformes,AVIBASE-C5401E05,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
390,Francolinus_pondicerianus,Phasianidae,Galliformes,AVIBASE-B1C204EC,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
391,Francolinus_pintadeanus,Phasianidae,Galliformes,AVIBASE-8DC52868,Phasianidae,186,Phasianidae,160,0.86,,
392,Francolinus_francolinus,Phasianidae,Galliformes,AVIBASE-50658B22,Phasianidae,186,Phasianidae,160,0.86,,
393,Francolinus_pictus,Phasianidae,Galliformes,AVIBASE-5B182830,Phasianidae,186,Phasianidae,160,0.86,,
394,Peliperdix_coqui,Phasianidae,Galliformes,AVIBASE-ECD7C1D8,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
395,Peliperdix_albogularis,Phasianidae,Galliformes,AVIBASE-0EA1D390,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
396,Peliperdix_schlegelii,Phasianidae,Galliformes,AVIBASE-CE6D7D2F,Phasianidae,186,Phasianidae,160,0.86,,birdlife-avonet synonymy
397,Scleroptila_streptophora,Phasianidae,Galliformes,AVIBASE-5B115F6C,Phasianidae,186,Phasianidae,160,0.86,,
398,Scleroptila_levaillantii,Phasianidae,Galliformes,AVIBASE-B49935ED,Phasianidae,186,Phasianidae,160,0.86,,
399,Scleroptila_psilolaema,Phasianidae,Galliformes,AVIBASE-FC108081,Phasianidae,186,Phasianidae,160,0.86,,
400,Scleroptila_finschi,Phasianidae,Galliformes,AVIBASE-864723FD,Phasianidae,186,Phasianidae,160,0.86,,
401,Scleroptila_shelleyi,Phasianidae,Galliformes,AVIBASE-3A56BE4C,Phasianidae,186,Phasianidae,160,0.86,,
402,Scleroptila_gutturalis,Phasianidae,Galliformes,AVIBASE-8E833C63,Phasianidae,186,Phasianidae,160,0.86,,
403,Scleroptila_afra,Phasianidae,Galliformes,AVIBASE-21616639,Phasianidae,186,Phasianidae,160,0.86,,
404,Tetraogallus_tibetanus,Phasianidae,Galliformes,AVIBASE-509A30B1,Phasianidae,186,Phasianidae,160,0.86,,
405,Tetraogallus_altaicus,Phasianidae,Galliformes,AVIBASE-D9A6E25C,Phasianidae,186,Phasianidae,160,0.86,,
406,Tetraogallus_caspius,Phasianidae,Galliformes,AVIBASE-039BF484,Phasianidae,186,Phasianidae,160,0.86,,
407,Tetraogallus_himalayensis,Phasianidae,Galliformes,AVIBASE-AC2DD69D,Phasianidae,186,Phasianidae,160,0.86,,
408,Alectoris_barbara,Phasianidae,Galliformes,AVIBASE-D44B2846,Phasianidae,186,Phasianidae,160,0.86,,
409,Alectoris_melanocephala,Phasianidae,Galliformes,AVIBASE-083811EB,Phasianidae,186,Phasianidae,160,0.86,,
410,Alectoris_rufa,Phasianidae,Galliformes,AVIBASE-F71E0BE6,Phasianidae,186,Phasianidae,160,0.86,,
411,Alectoris_chukar,Phasianidae,Galliformes,AVIBASE-87CBEBF7,Phasianidae,186,Phasianidae,160,0.86,,
412,Alectoris_graeca,Phasianidae,Galliformes,AVIBASE-44437074,Phasianidae,186,Phasianidae,160,0.86,,
413,Alectoris_philbyi,Phasianidae,Galliformes,AVIBASE-123F3941,Phasianidae,186,Phasianidae,160,0.86,,
414,Alectoris_magna,Phasianidae,Galliformes,AVIBASE-CFA35E8A,Phasianidae,186,Phasianidae,160,0.86,,
415,Ammoperdix_heyi,Phasianidae,Galliformes,AVIBASE-CD83E49E,Phasianidae,186,Phasianidae,160,0.86,,
416,Coturnix_ypsilophora,Phasianidae,Galliformes,AVIBASE-0CB2A17A,Phasianidae,186,Phasianidae,160,0.86,Synoicus ypsilophorus,
417,Excalfactoria_chinensis,Phasianidae,Galliformes,AVIBASE-C2579CCB,Phasianidae,186,Phasianidae,160,0.86,Synoicus chinensis,
418,Margaroperdix_madagarensis,Phasianidae,Galliformes,AVIBASE-844ABEC0,Phasianidae,186,Phasianidae,160,0.86,,
419,Coturnix_coturnix,Phasianidae,Galliformes,AVIBASE-CAFE345D,Phasianidae,186,Phasianidae,160,0.86,,
420,Coturnix_japonica,Phasianidae,Galliformes,AVIBASE-110CF425,Phasianidae,186,Phasianidae,160,0.86,,
421,Coturnix_delegorguei,Phasianidae,Galliformes,AVIBASE-0CA903BB,Phasianidae,186,Phasianidae,160,0.86,,
422,Coturnix_novaezelandiae,Phasianidae,Galliformes,AVIBASE-48E3A389,Phasianidae,186,Phasianidae,160,0.86,,extinct
423,Coturnix_pectoralis,Phasianidae,Galliformes,AVIBASE-98984CAD,Phasianidae,186,Phasianidae,160,0.86,,
424,Perdicula_erythrorhyncha,Phasianidae,Galliformes,AVIBASE-8E9DF823,Phasianidae,186,Phasianidae,160,0.86,,
425,Perdicula_asiatica,Phasianidae,Galliformes,AVIBASE-32413666,Phasianidae,186,Phasianidae,160,0.86,,
426,Pternistis_hartlaubi,Phasianidae,Galliformes,AVIBASE-56FA0FE6,Phasianidae,186,Phasianidae,160,0.86,,
427,Pternistis_camerunensis,Phasianidae,Galliformes,AVIBASE-D40CAF0C,Phasianidae,186,Phasianidae,160,0.86,,
428,Pternistis_nobilis,Phasianidae,Galliformes,AVIBASE-DA7CA265,Phasianidae,186,Phasianidae,160,0.86,,
429,Pternistis_castaneicollis,Phasianidae,Galliformes,AVIBASE-05A3EE36,Phasianidae,186,Phasianidae,160,0.86,,
430,Pternistis_ochropectus,Phasianidae,Galliformes,AVIBASE-20C06F73,Phasianidae,186,Phasianidae,160,0.86,,
431,Pternistis_erckelii,Phasianidae,Galliformes,AVIBASE-6C4A6597,Phasianidae,186,Phasianidae,160,0.86,,
