Sequence,TipLabel,Family2,Order2,Avibase.ID2,FamilyTotal.ClementFam,FamilyTotal.Freq,FamilyIncluded.Var1,FamilyIncluded.Freq,Completeness,synonym,notes
7710,Arachnothera_flammifera,Nectariniidae,Passeriformes,AVIBASE-3933216D,Nectariniidae,143,Nectariniidae,95,0.66,,
7711,Arachnothera_dilutior,Nectariniidae,Passeriformes,AVIBASE-E1281FE3,Nectariniidae,143,Nectariniidae,95,0.66,,
7712,Arachnothera_longirostra,Nectariniidae,Passeriformes,AVIBASE-B4EF3CAD,Nectariniidae,143,Nectariniidae,95,0.66,,
7713,Leptocoma_zeylonica,Nectariniidae,Passeriformes,AVIBASE-9A13D986,Nectariniidae,143,Nectariniidae,95,0.66,,
7714,Anthreptes_rhodolaemus,Nectariniidae,Passeriformes,AVIBASE-63A37EE4,Nectariniidae,143,Nectariniidae,95,0.66,,
7715,Anthreptes_malacensis,Nectariniidae,Passeriformes,AVIBASE-7F96C52A,Nectariniidae,143,Nectariniidae,95,0.66,,
7716,Anthreptes_griseigularis,Nectariniidae,Passeriformes,AVIBASE-C8FA38F5,Nectariniidae,143,Nectariniidae,95,0.66,,
7717,Anthreptes_simplex,Nectariniidae,Passeriformes,AVIBASE-2FFB2DBC,Nectariniidae,143,Nectariniidae,95,0.66,,
7718,Chalcoparia_singalensis,Nectariniidae,Passeriformes,AVIBASE-67A740A4,Nectariniidae,143,Nectariniidae,95,0.66,,
7719,Leptocoma_sericea,Nectariniidae,Passeriformes,AVIBASE-16EBA05A,Nectariniidae,143,Nectariniidae,95,0.66,Leptocoma aspasia,
7720,Leptocoma_brasiliana,Nectariniidae,Passeriformes,AVIBASE-F1495113,Nectariniidae,143,Nectariniidae,95,0.66,,
7721,Leptocoma_sperata,Nectariniidae,Passeriformes,AVIBASE-8129C413,Nectariniidae,143,Nectariniidae,95,0.66,,
7722,Aethopyga_duyvenbodei,Nectariniidae,Passeriformes,AVIBASE-E7057C1D,Nectariniidae,143,Nectariniidae,95,0.66,,
7723,Aethopyga_ignicauda,Nectariniidae,Passeriformes,AVIBASE-FCD9D132,Nectariniidae,143,Nectariniidae,95,0.66,,
7724,Aethopyga_siparaja,Nectariniidae,Passeriformes,AVIBASE-EC22F3AA,Nectariniidae,143,Nectariniidae,95,0.66,,
7725,Aethopyga_temminckii,Nectariniidae,Passeriformes,AVIBASE-F89D732E,Nectariniidae,143,Nectariniidae,95,0.66,,
7726,Aethopyga_shelleyi,Nectariniidae,Passeriformes,AVIBASE-D477F7AD,Nectariniidae,143,Nectariniidae,95,0.66,,
7727,Aethopyga_saturata,Nectariniidae,Passeriformes,AVIBASE-E1067234,Nectariniidae,143,Nectariniidae,95,0.66,,
7728,Aethopyga_gouldiae,Nectariniidae,Passeriformes,AVIBASE-6A4A67F7,Nectariniidae,143,Nectariniidae,95,0.66,,
7729,Aethopyga_nipalensis,Nectariniidae,Passeriformes,AVIBASE-02BA43E4,Nectariniidae,143,Nectariniidae,95,0.66,,
7730,Aethopyga_christinae,Nectariniidae,Passeriformes,AVIBASE-828EAC60,Nectariniidae,143,Nectariniidae,95,0.66,,
7731,Aethopyga_flagrans,Nectariniidae,Passeriformes,AVIBASE-3D2D7373,Nectariniidae,143,Nectariniidae,95,0.66,,
7732,Aethopyga_pulcherrima,Nectariniidae,Passeriformes,AVIBASE-ECDC0D64,Nectariniidae,143,Nectariniidae,95,0.66,,
7733,Aethopyga_primigenia,Nectariniidae,Passeriformes,AVIBASE-C5403451,Nectariniidae,143,Nectariniidae,95,0.66,,
7734,Aethopyga_boltoni,Nectariniidae,Passeriformes,AVIBASE-14CD28B5,Nectariniidae,143,Nectariniidae,95,0.66,,
7735,Aethopyga_linaraborae,Nectariniidae,Passeriformes,AVIBASE-5D34F362,Nectariniidae,143,Nectariniidae,95,0.66,,
7736,Anabathmis_reichenbachii,Nectariniidae,Passeriformes,AVIBASE-9B953393,Nectariniidae,143,Nectariniidae,95,0.66,,
7737,Anthobaphes_violacea,Nectariniidae,Passeriformes,AVIBASE-02B06535,Nectariniidae,143,Nectariniidae,95,0.66,,
7738,Cinnyris_regius,Nectariniidae,Passeriformes,AVIBASE-F995313F,Nectariniidae,143,Nectariniidae,95,0.66,,
7739,Cinnyris_usambaricus,Nectariniidae,Passeriformes,AVIBASE-CBA39A29,Nectariniidae,143,Nectariniidae,95,0.66,,
7740,Cinnyris_mediocris,Nectariniidae,Passeriformes,AVIBASE-EF6101F4,Nectariniidae,143,Nectariniidae,95,0.66,,
7741,Cinnyris_fuelleborni,Nectariniidae,Passeriformes,AVIBASE-411ECD6F,Nectariniidae,143,Nectariniidae,95,0.66,,
7742,Cinnyris_loveridgei,Nectariniidae,Passeriformes,AVIBASE-85666B49,Nectariniidae,143,Nectariniidae,95,0.66,,
7743,Cinnyris_moreaui,Nectariniidae,Passeriformes,AVIBASE-B929416B,Nectariniidae,143,Nectariniidae,95,0.66,,
7744,Anabathmis_newtonii,Nectariniidae,Passeriformes,AVIBASE-BFA9B759,Nectariniidae,143,Nectariniidae,95,0.66,,
7745,Cinnyris_reichenowi,Nectariniidae,Passeriformes,AVIBASE-A6083057,Nectariniidae,143,Nectariniidae,95,0.66,,
7746,Cinnyris_ludovicensis,Nectariniidae,Passeriformes,AVIBASE-35BD0745,Nectariniidae,143,Nectariniidae,95,0.66,,
7747,Cinnyris_chalybeus,Nectariniidae,Passeriformes,AVIBASE-679F9748,Nectariniidae,143,Nectariniidae,95,0.66,,
7748,Cinnyris_stuhlmanni,Nectariniidae,Passeriformes,AVIBASE-E0C82A32,Nectariniidae,143,Nectariniidae,95,0.66,,
7749,Cinnyris_whytei,Nectariniidae,Passeriformes,AVIBASE-B0CF63A4,Nectariniidae,143,Nectariniidae,95,0.66,,Mostly considered ssp. of Cinnyris ludovicensis
7750,Cinnyris_manoensis,Nectariniidae,Passeriformes,AVIBASE-4E7287C8,Nectariniidae,143,Nectariniidae,95,0.66,,
7751,Cinnyris_afer,Nectariniidae,Passeriformes,AVIBASE-E47FCBF7,Nectariniidae,143,Nectariniidae,95,0.66,,
7752,Cinnyris_gertrudis,Nectariniidae,Passeriformes,AVIBASE-82E7EDC0,Nectariniidae,143,Nectariniidae,95,0.66,,
7753,Deleornis_fraseri,Nectariniidae,Passeriformes,AVIBASE-D508B219,Nectariniidae,143,Nectariniidae,95,0.66,,
7754,Anthreptes_rectirostris,Nectariniidae,Passeriformes,AVIBASE-71EF2ACB,Nectariniidae,143,Nectariniidae,95,0.66,,
7755,Cyanomitra_cyanolaema,Nectariniidae,Passeriformes,AVIBASE-36A24C79,Nectariniidae,143,Nectariniidae,95,0.66,,
7756,Cyanomitra_verticalis,Nectariniidae,Passeriformes,AVIBASE-6DE16262,Nectariniidae,143,Nectariniidae,95,0.66,,
7757,Cyanomitra_oritis,Nectariniidae,Passeriformes,AVIBASE-B76E3DA1,Nectariniidae,143,Nectariniidae,95,0.66,,
7758,Cinnyris_ursulae,Nectariniidae,Passeriformes,AVIBASE-6781CD7F,Nectariniidae,143,Nectariniidae,95,0.66,,
7759,Nectarinia_erythrocerca,Nectariniidae,Passeriformes,AVIBASE-4C428439,Nectariniidae,143,Nectariniidae,95,0.66,Cinnyris erythrocercus,
7760,Nectarinia_kilimensis,Nectariniidae,Passeriformes,AVIBASE-D4F9B273,Nectariniidae,143,Nectariniidae,95,0.66,,
7761,Nectarinia_adelberti,Nectariniidae,Passeriformes,AVIBASE-59EE3B94,Nectariniidae,143,Nectariniidae,95,0.66,Chalcomitra adelberti,
7762,Cinnyris_coccinigastrus,Nectariniidae,Passeriformes,AVIBASE-48EC6C78,Nectariniidae,143,Nectariniidae,95,0.66,,
7763,Chalcomitra_senegalensis,Nectariniidae,Passeriformes,AVIBASE-0059A2E0,Nectariniidae,143,Nectariniidae,95,0.66,,
7764,Chalcomitra_fuliginosa,Nectariniidae,Passeriformes,AVIBASE-23BEFB19,Nectariniidae,143,Nectariniidae,95,0.66,,
7765,Cinnyris_habessinicus,Nectariniidae,Passeriformes,AVIBASE-C6D0CB7E,Nectariniidae,143,Nectariniidae,95,0.66,,
7766,Cinnyris_minullus,Nectariniidae,Passeriformes,AVIBASE-6F3E5C98,Nectariniidae,143,Nectariniidae,95,0.66,,
7767,Cinnyris_chloropygius,Nectariniidae,Passeriformes,AVIBASE-D2B15B3F,Nectariniidae,143,Nectariniidae,95,0.66,,
7768,Cinnyris_superbus,Nectariniidae,Passeriformes,AVIBASE-7C8BC7CF,Nectariniidae,143,Nectariniidae,95,0.66,,
7769,Cinnyris_mariquensis,Nectariniidae,Passeriformes,AVIBASE-5AC9F737,Nectariniidae,143,Nectariniidae,95,0.66,,
7770,Chalcomitra_amethystina,Nectariniidae,Passeriformes,AVIBASE-B022292C,Nectariniidae,143,Nectariniidae,95,0.66,,
7771,Cinnyris_pulchellus,Nectariniidae,Passeriformes,AVIBASE-00D5E1C6,Nectariniidae,143,Nectariniidae,95,0.66,,
7772,Cinnyris_cupreus,Nectariniidae,Passeriformes,AVIBASE-1F21FFE9,Nectariniidae,143,Nectariniidae,95,0.66,,
7773,Dreptes_thomensis,Nectariniidae,Passeriformes,AVIBASE-1DEA5DEA,Nectariniidae,143,Nectariniidae,95,0.66,,
7774,Anabathmis_hartlaubii,Nectariniidae,Passeriformes,AVIBASE-4834AB04,Nectariniidae,143,Nectariniidae,95,0.66,,
7775,Nectarinia_alinae,Nectariniidae,Passeriformes,AVIBASE-AE0035FF,Nectariniidae,143,Nectariniidae,95,0.66,Cyanomitra alinae,
7776,Cyanomitra_olivacea,Nectariniidae,Passeriformes,AVIBASE-EE79A5EF,Nectariniidae,143,Nectariniidae,95,0.66,,
7777,Cyanomitra_obscura,Nectariniidae,Passeriformes,AVIBASE-9FB4FE91,Nectariniidae,143,Nectariniidae,95,0.66,,
7778,Nectarinia_famosa,Nectariniidae,Passeriformes,AVIBASE-26F27894,Nectariniidae,143,Nectariniidae,95,0.66,,
7779,Anthreptes_collaris,Nectariniidae,Passeriformes,AVIBASE-1611F295,Nectariniidae,143,Nectariniidae,95,0.66,Hedydipna collaris,
7780,Cinnyris_lotenius,Nectariniidae,Passeriformes,AVIBASE-2088177F,Nectariniidae,143,Nectariniidae,95,0.66,,
7781,Cinnyris_asiaticus,Nectariniidae,Passeriformes,AVIBASE-E9BCF764,Nectariniidae,143,Nectariniidae,95,0.66,,
7782,Cinnyris_jugularis,Nectariniidae,Passeriformes,AVIBASE-CBE7EC40,Nectariniidae,143,Nectariniidae,95,0.66,,
7783,Anthreptes_orientalis,Nectariniidae,Passeriformes,AVIBASE-2D0C83B2,Nectariniidae,143,Nectariniidae,95,0.66,,
7784,Nectarinia_balfouri,Nectariniidae,Passeriformes,AVIBASE-98E4ABFF,Nectariniidae,143,Nectariniidae,95,0.66,Chalcomitra balfouri,
7785,Nectarinia_dussumieri,Nectariniidae,Passeriformes,AVIBASE-8449EA0A,Nectariniidae,143,Nectariniidae,95,0.66,Cinnyris dussumieri,
7786,Cinnyris_coquerellii,Nectariniidae,Passeriformes,AVIBASE-A3D7FDD3,Nectariniidae,143,Nectariniidae,95,0.66,,
7787,Cinnyris_comorensis,Nectariniidae,Passeriformes,AVIBASE-0D9CEEA0,Nectariniidae,143,Nectariniidae,95,0.66,,
7788,Cinnyris_abbotti,Nectariniidae,Passeriformes,AVIBASE-7BC7B973,Nectariniidae,143,Nectariniidae,95,0.66,,
7789,Anthreptes_seimundi,Nectariniidae,Passeriformes,AVIBASE-1B29AD28,Nectariniidae,143,Nectariniidae,95,0.66,,
7790,Cinnyris_sovimanga,Nectariniidae,Passeriformes,AVIBASE-D7C2EAB8,Nectariniidae,143,Nectariniidae,95,0.66,,
7791,Nectarinia_talatala,Nectariniidae,Passeriformes,AVIBASE-8D3818DB,Nectariniidae,143,Nectariniidae,95,0.66,Cinnyris talatala,
7792,Cinnyris_venustus,Nectariniidae,Passeriformes,AVIBASE-8E9E45B5,Nectariniidae,143,Nectariniidae,95,0.66,,
7793,Cinnyris_bouvieri,Nectariniidae,Passeriformes,AVIBASE-693FC6FD,Nectariniidae,143,Nectariniidae,95,0.66,,
7794,Irena_cyanogastra,Irenidae,Passeriformes,AVIBASE-D27C14EE,Irenidae,2,Irenidae,2,1.00,,
7795,Irena_puella,Irenidae,Passeriformes,AVIBASE-213AA070,Irenidae,2,Irenidae,2,1.00,,
7796,Chloropsis_hardwickii,Chloropseidae,Passeriformes,AVIBASE-1CC565B8,Chloropseidae,11,Chloropseidae,6,0.55,,
7797,Chloropsis_kinabaluensis,Chloropseidae,Passeriformes,AVIBASE-04A9DF5B,Chloropseidae,11,Chloropseidae,6,0.55,,
7798,Chloropsis_cochinchinensis,Chloropseidae,Passeriformes,AVIBASE-9B19157D,Chloropseidae,11,Chloropseidae,6,0.55,,
7799,Chloropsis_aurifrons,Chloropseidae,Passeriformes,AVIBASE-5FEE1D85,Chloropseidae,11,Chloropseidae,6,0.55,,
7800,Chloropsis_cyanopogon,Chloropseidae,Passeriformes,AVIBASE-3EB2B90E,Chloropseidae,11,Chloropseidae,6,0.55,,
7801,Chloropsis_sonnerati,Chloropseidae,Passeriformes,AVIBASE-A0473AFB,Chloropseidae,11,Chloropseidae,6,0.55,,
7802,Amblyospiza_albifrons,Ploceidae,Passeriformes,AVIBASE-C7708C70,Ploceidae,123,Ploceidae,108,0.88,,
7803,Sporopipes_frontalis,Ploceidae,Passeriformes,AVIBASE-C90890A3,Ploceidae,123,Ploceidae,108,0.88,,
7804,Sporopipes_squamifrons,Ploceidae,Passeriformes,AVIBASE-49802951,Ploceidae,123,Ploceidae,108,0.88,,
7805,Plocepasser_mahali,Ploceidae,Passeriformes,AVIBASE-94C71DF6,Ploceidae,123,Ploceidae,108,0.88,,
7806,Philetairus_socius,Ploceidae,Passeriformes,AVIBASE-7799DC8B,Ploceidae,123,Ploceidae,108,0.88,,
7807,Pseudonigrita_arnaudi,Ploceidae,Passeriformes,AVIBASE-573C3683,Ploceidae,123,Ploceidae,108,0.88,,
7808,Dinemellia_dinemelli,Ploceidae,Passeriformes,AVIBASE-00B07B12,Ploceidae,123,Ploceidae,108,0.88,,
7809,Bubalornis_albirostris,Ploceidae,Passeriformes,AVIBASE-864D4A4F,Ploceidae,123,Ploceidae,108,0.88,,
7810,Bubalornis_niger,Ploceidae,Passeriformes,AVIBASE-9EB53638,Ploceidae,123,Ploceidae,108,0.88,,
7811,Ploceus_megarhynchus,Ploceidae,Passeriformes,AVIBASE-47903D44,Ploceidae,123,Ploceidae,108,0.88,,
7812,Ploceus_hypoxanthus,Ploceidae,Passeriformes,AVIBASE-1203E244,Ploceidae,123,Ploceidae,108,0.88,,
7813,Ploceus_benghalensis,Ploceidae,Passeriformes,AVIBASE-AE1F2524,Ploceidae,123,Ploceidae,108,0.88,,
7814,Ploceus_philippinus,Ploceidae,Passeriformes,AVIBASE-03DE2091,Ploceidae,123,Ploceidae,108,0.88,,
7815,Ploceus_manyar,Ploceidae,Passeriformes,AVIBASE-29FF745B,Ploceidae,123,Ploceidae,108,0.88,,
7816,Pachyphantes_superciliosus,Ploceidae,Passeriformes,AVIBASE-0405CA69,Ploceidae,123,Ploceidae,108,0.88,,
7817,Quelea_quelea,Ploceidae,Passeriformes,AVIBASE-2B6DE136,Ploceidae,123,Ploceidae,108,0.88,,
7818,Quelea_cardinalis,Ploceidae,Passeriformes,AVIBASE-9387DC41,Ploceidae,123,Ploceidae,108,0.88,,
7819,Quelea_erythrops,Ploceidae,Passeriformes,AVIBASE-F8041931,Ploceidae,123,Ploceidae,108,0.88,,
7820,Foudia_sechellarum,Ploceidae,Passeriformes,AVIBASE-B55985C7,Ploceidae,123,Ploceidae,108,0.88,,
7821,Foudia_flavicans,Ploceidae,Passeriformes,AVIBASE-CC3F83AD,Ploceidae,123,Ploceidae,108,0.88,,
7822,Foudia_rubra,Ploceidae,Passeriformes,AVIBASE-2F37FD05,Ploceidae,123,Ploceidae,108,0.88,,
7823,Foudia_eminentissima,Ploceidae,Passeriformes,AVIBASE-8DE8976D,Ploceidae,123,Ploceidae,108,0.88,,
7824,Foudia_aldabrana,Ploceidae,Passeriformes,AVIBASE-8999FD8C,Ploceidae,123,Ploceidae,108,0.88,,
7825,Foudia_madagascariensis,Ploceidae,Passeriformes,AVIBASE-F7DFA41B,Ploceidae,123,Ploceidae,108,0.88,,
7826,Foudia_omissa,Ploceidae,Passeriformes,AVIBASE-FD358454,Ploceidae,123,Ploceidae,108,0.88,,
7827,Euplectes_aureus,Ploceidae,Passeriformes,AVIBASE-2B94D2D5,Ploceidae,123,Ploceidae,108,0.88,,
7828,Euplectes_afer,Ploceidae,Passeriformes,AVIBASE-4A58452B,Ploceidae,123,Ploceidae,108,0.88,,
7829,Euplectes_macroura,Ploceidae,Passeriformes,AVIBASE-F5E0EA0D,Ploceidae,123,Ploceidae,108,0.88,,
7830,Euplectes_capensis,Ploceidae,Passeriformes,AVIBASE-97A73D9F,Ploceidae,123,Ploceidae,108,0.88,,
7831,Euplectes_albonotatus,Ploceidae,Passeriformes,AVIBASE-749E7B3C,Ploceidae,123,Ploceidae,108,0.88,,
7832,Euplectes_axillaris,Ploceidae,Passeriformes,AVIBASE-B08FF959,Ploceidae,123,Ploceidae,108,0.88,,
7833,Euplectes_hartlaubi,Ploceidae,Passeriformes,AVIBASE-59E7ABE5,Ploceidae,123,Ploceidae,108,0.88,,
7834,Euplectes_jacksoni,Ploceidae,Passeriformes,AVIBASE-87071086,Ploceidae,123,Ploceidae,108,0.88,,
7835,Euplectes_psammacromius,Ploceidae,Passeriformes,AVIBASE-F7C77F74,Ploceidae,123,Ploceidae,108,0.88,,
7836,Euplectes_progne,Ploceidae,Passeriformes,AVIBASE-3153FE22,Ploceidae,123,Ploceidae,108,0.88,,
7837,Brachycope_anomala,Ploceidae,Passeriformes,AVIBASE-D76AC221,Ploceidae,123,Ploceidae,108,0.88,,
7838,Euplectes_franciscanus,Ploceidae,Passeriformes,AVIBASE-3D122849,Ploceidae,123,Ploceidae,108,0.88,,
7839,Euplectes_gierowii,Ploceidae,Passeriformes,AVIBASE-CC7862AF,Ploceidae,123,Ploceidae,108,0.88,,
7840,Euplectes_ardens,Ploceidae,Passeriformes,AVIBASE-F5740956,Ploceidae,123,Ploceidae,108,0.88,,
7841,Euplectes_hordeaceus,Ploceidae,Passeriformes,AVIBASE-7B414273,Ploceidae,123,Ploceidae,108,0.88,,
7842,Euplectes_diadematus,Ploceidae,Passeriformes,AVIBASE-95A724BE,Ploceidae,123,Ploceidae,108,0.88,,
7843,Euplectes_nigroventris,Ploceidae,Passeriformes,AVIBASE-A31AC101,Ploceidae,123,Ploceidae,108,0.88,,
7844,Euplectes_orix,Ploceidae,Passeriformes,AVIBASE-95F08BC3,Ploceidae,123,Ploceidae,108,0.88,,
7845,Malimbus_nelicourvi,Ploceidae,Passeriformes,AVIBASE-263E6762,Ploceidae,123,Ploceidae,108,0.88,Ploceus nelicourvi,
7846,Ploceus_sakalava,Ploceidae,Passeriformes,AVIBASE-E979E67D,Ploceidae,123,Ploceidae,108,0.88,,
7847,Ploceus_batesi,Ploceidae,Passeriformes,AVIBASE-8395D0B4,Ploceidae,123,Ploceidae,108,0.88,,
7848,Malimbus_malimbicus,Ploceidae,Passeriformes,AVIBASE-D0203B65,Ploceidae,123,Ploceidae,108,0.88,,
7849,Malimbus_coronatus,Ploceidae,Passeriformes,AVIBASE-7B17318C,Ploceidae,123,Ploceidae,108,0.88,,
7850,Malimbus_nitens,Ploceidae,Passeriformes,AVIBASE-E27AFD14,Ploceidae,123,Ploceidae,108,0.88,,
7851,Malimbus_racheliae,Ploceidae,Passeriformes,AVIBASE-EA26AF30,Ploceidae,123,Ploceidae,108,0.88,,
7852,Malimbus_cassini,Ploceidae,Passeriformes,AVIBASE-6E20B613,Ploceidae,123,Ploceidae,108,0.88,,
7853,Malimbus_scutatus,Ploceidae,Passeriformes,AVIBASE-13AA5A5C,Ploceidae,123,Ploceidae,108,0.88,,
7854,Malimbus_bicolor,Ploceidae,Passeriformes,AVIBASE-70312286,Ploceidae,123,Ploceidae,108,0.88,Ploceus bicolor,
7855,Anaplectes_rubriceps,Ploceidae,Passeriformes,AVIBASE-BE3C45B5,Ploceidae,123,Ploceidae,108,0.88,,
7856,Ploceus_dorsomaculatus,Ploceidae,Passeriformes,AVIBASE-C34E4EF3,Ploceidae,123,Ploceidae,108,0.88,,
7857,Ploceus_preussi,Ploceidae,Passeriformes,AVIBASE-38D07CD0,Ploceidae,123,Ploceidae,108,0.88,,
7858,Ploceus_insignis,Ploceidae,Passeriformes,AVIBASE-C649EA57,Ploceidae,123,Ploceidae,108,0.88,,
7859,Ploceus_angolensis,Ploceidae,Passeriformes,AVIBASE-7BB02508,Ploceidae,123,Ploceidae,108,0.88,,
7860,Ploceus_nicolli,Ploceidae,Passeriformes,AVIBASE-ECDFEAF6,Ploceidae,123,Ploceidae,108,0.88,,
7861,Ploceus_olivaceiceps,Ploceidae,Passeriformes,AVIBASE-6B5D78CE,Ploceidae,123,Ploceidae,108,0.88,,
7862,Ploceus_sanctithomae,Ploceidae,Passeriformes,AVIBASE-A1709D2B,Ploceidae,123,Ploceidae,108,0.88,,
7863,Ploceus_albinucha,Ploceidae,Passeriformes,AVIBASE-E6E4F15D,Ploceidae,123,Ploceidae,108,0.88,,
7864,Ploceus_flavipes,Ploceidae,Passeriformes,AVIBASE-3A590685,Ploceidae,123,Ploceidae,108,0.88,,
7865,Ploceus_tricolor,Ploceidae,Passeriformes,AVIBASE-BE85C81E,Ploceidae,123,Ploceidae,108,0.88,,
7866,Malimbus_rubricollis,Ploceidae,Passeriformes,AVIBASE-960B56F2,Ploceidae,123,Ploceidae,108,0.88,,
7867,Malimbus_ibadanensis,Ploceidae,Passeriformes,AVIBASE-228DDFAD,Ploceidae,123,Ploceidae,108,0.88,,
7868,Malimbus_erythrogaster,Ploceidae,Passeriformes,AVIBASE-A41AEDC9,Ploceidae,123,Ploceidae,108,0.88,,
7869,Malimbus_pelzelni,Ploceidae,Passeriformes,AVIBASE-36C24C3D,Ploceidae,123,Ploceidae,108,0.88,Ploceus pelzelni,
7870,Malimbus_luteolus,Ploceidae,Passeriformes,AVIBASE-1373D324,Ploceidae,123,Ploceidae,108,0.88,Ploceus luteolus,
7871,Malimbus_ocularis,Ploceidae,Passeriformes,AVIBASE-CA4839B2,Ploceidae,123,Ploceidae,108,0.88,Ploceus ocularis,
7872,Ploceus_reichardi,Ploceidae,Passeriformes,AVIBASE-A23369E3,Ploceidae,123,Ploceidae,108,0.88,,
7873,Ploceus_golandi,Ploceidae,Passeriformes,AVIBASE-2A2CC7B3,Ploceidae,123,Ploceidae,108,0.88,,
7874,Ploceus_alienus,Ploceidae,Passeriformes,AVIBASE-63A997EA,Ploceidae,123,Ploceidae,108,0.88,,
7875,Ploceus_melanogaster,Ploceidae,Passeriformes,AVIBASE-B38CE692,Ploceidae,123,Ploceidae,108,0.88,,
7876,Ploceus_nigricollis,Ploceidae,Passeriformes,AVIBASE-FA1DD627,Ploceidae,123,Ploceidae,108,0.88,,
7877,Ploceus_subpersonatus,Ploceidae,Passeriformes,AVIBASE-23CA12EF,Ploceidae,123,Ploceidae,108,0.88,,
7878,Malimbus_rubiginosus,Ploceidae,Passeriformes,AVIBASE-01BFAE61,Ploceidae,123,Ploceidae,108,0.88,Ploceus rubiginosus,
7879,Malimbus_xanthops,Ploceidae,Passeriformes,AVIBASE-2D86B0D2,Ploceidae,123,Ploceidae,108,0.88,Ploceus xanthops,
7880,Ploceus_katangae,Ploceidae,Passeriformes,AVIBASE-637795BE,Ploceidae,123,Ploceidae,108,0.88,,
7881,Ploceus_bojeri,Ploceidae,Passeriformes,AVIBASE-F40197D6,Ploceidae,123,Ploceidae,108,0.88,,
7882,Malimbus_subaureus,Ploceidae,Passeriformes,AVIBASE-86BEAFA6,Ploceidae,123,Ploceidae,108,0.88,Ploceus subaureus,
7883,Malimbus_galbula,Ploceidae,Passeriformes,AVIBASE-9F7489D0,Ploceidae,123,Ploceidae,108,0.88,Ploceus galbula,
7884,Ploceus_jacksoni,Ploceidae,Passeriformes,AVIBASE-DF0759C0,Ploceidae,123,Ploceidae,108,0.88,,
7885,Malimbus_velatus,Ploceidae,Passeriformes,AVIBASE-A36C5049,Ploceidae,123,Ploceidae,108,0.88,Ploceus velatus,
7886,Ploceus_ruweti,Ploceidae,Passeriformes,AVIBASE-B4E50529,Ploceidae,123,Ploceidae,108,0.88,,
7887,Malimbus_capensis,Ploceidae,Passeriformes,AVIBASE-9526D2F3,Ploceidae,123,Ploceidae,108,0.88,Ploceus capensis,
7888,Ploceus_temporalis,Ploceidae,Passeriformes,AVIBASE-476A437E,Ploceidae,123,Ploceidae,108,0.88,,
7889,Malimbus_vitellinus,Ploceidae,Passeriformes,AVIBASE-FC6C191F,Ploceidae,123,Ploceidae,108,0.88,Ploceus vitellinus,
7890,Ploceus_spekeoides,Ploceidae,Passeriformes,AVIBASE-4436DD6C,Ploceidae,123,Ploceidae,108,0.88,,
7891,Malimbus_spekei,Ploceidae,Passeriformes,AVIBASE-4DC2B23C,Ploceidae,123,Ploceidae,108,0.88,Ploceus spekei,
7892,Malimbus_aurantius,Ploceidae,Passeriformes,AVIBASE-2C42345F,Ploceidae,123,Ploceidae,108,0.88,Ploceus aurantius,
7893,Malimbus_baglafecht,Ploceidae,Passeriformes,AVIBASE-BE1FE156,Ploceidae,123,Ploceidae,108,0.88,Ploceus baglafecht,
7894,Ploceus_bertrandi,Ploceidae,Passeriformes,AVIBASE-42F3647E,Ploceidae,123,Ploceidae,108,0.88,,
7895,Ploceus_bannermani,Ploceidae,Passeriformes,AVIBASE-8F52076C,Ploceidae,123,Ploceidae,108,0.88,,
7896,Ploceus_nigerrimus,Ploceidae,Passeriformes,AVIBASE-2B5D181C,Ploceidae,123,Ploceidae,108,0.88,,
7897,Ploceus_weynsi,Ploceidae,Passeriformes,AVIBASE-341298B9,Ploceidae,123,Ploceidae,108,0.88,,
7898,Ploceus_grandis,Ploceidae,Passeriformes,AVIBASE-9569D117,Ploceidae,123,Ploceidae,108,0.88,,
7899,Malimbus_cucullatus,Ploceidae,Passeriformes,AVIBASE-E8AA9E1C,Ploceidae,123,Ploceidae,108,0.88,Ploceus cucullatus,
7900,Malimbus_xanthopterus,Ploceidae,Passeriformes,AVIBASE-E72166BD,Ploceidae,123,Ploceidae,108,0.88,Ploceus xanthopterus,
7901,Ploceus_burnieri,Ploceidae,Passeriformes,AVIBASE-98820857,Ploceidae,123,Ploceidae,108,0.88,,
7902,Ploceus_dichrocephalus,Ploceidae,Passeriformes,AVIBASE-2E4A97D9,Ploceidae,123,Ploceidae,108,0.88,,
7903,Malimbus_castaneiceps,Ploceidae,Passeriformes,AVIBASE-2379E3EB,Ploceidae,123,Ploceidae,108,0.88,Ploceus castaneiceps,
7904,Malimbus_heuglini,Ploceidae,Passeriformes,AVIBASE-D8E67602,Ploceidae,123,Ploceidae,108,0.88,Ploceus heuglini,
7905,Malimbus_intermedius,Ploceidae,Passeriformes,AVIBASE-E069A0BB,Ploceidae,123,Ploceidae,108,0.88,Ploceus intermedius,
7906,Ploceus_badius,Ploceidae,Passeriformes,AVIBASE-6E00B2C6,Ploceidae,123,Ploceidae,108,0.88,,
7907,Malimbus_taeniopterus,Ploceidae,Passeriformes,AVIBASE-6A84BDB8,Ploceidae,123,Ploceidae,108,0.88,Ploceus taeniopterus,
7908,Ploceus_melanocephalus,Ploceidae,Passeriformes,AVIBASE-19D053B3,Ploceidae,123,Ploceidae,108,0.88,,
7909,Ploceus_castanops,Ploceidae,Passeriformes,AVIBASE-F9FB0226,Ploceidae,123,Ploceidae,108,0.88,,
